Name,CreateCount,CreateCountC,CreatePercent,AssigneeCount,AssigneeCountC,AssigneePercent,Involvement,ModifyCount,ModifyPercent,IncModifyCount,DecModifyCount
Joe Brockmeier,5,1,0.2,11,1,0.09090909090909091,127,6,0.047244094488188976,3,3
Remi Bergsma,54,3,0.05555555555555555,76,3,0.039473684210526314,124,22,0.1774193548387097,14,8
Radhika Nair,37,1,0.02702702702702703,38,1,0.02631578947368421,118,1,0.00847457627118644,0,1
Pranav Saxena,18,0,0,22,0,0,116,4,0.034482758620689655,3,1
Alex Huang,7,2,0.2857142857142857,13,1,0.07692307692307693,114,6,0.05263157894736842,2,4
Wido den Hollander,37,1,0.02702702702702703,38,1,0.02631578947368421,113,1,0.008849557522123894,1,0
Kiran Koneti,80,19,0.2375,88,16,0.18181818181818182,106,8,0.07547169811320754,4,4
Saksham Srivastava,48,3,0.0625,52,4,0.07692307692307693,104,4,0.038461538461538464,4,0
Mike Tutkowski,84,5,0.05952380952380952,86,5,0.05813953488372093,102,2,0.0196078431372549,0,2
Sebastien Goasguen,40,1,0.025,40,1,0.025,101,0,0,0,0
Mice Xia,18,0,0,18,0,0,100,0,0,0,0
Anthony Xu,13,1,0.07692307692307693,14,1,0.07142857142857142,94,1,0.010638297872340425,0,1
