Name,CreateCount,CreateCountC,CreatePercent,AssigneeCount,AssigneeCountC,AssigneePercent,Involvement,ModifyCount,ModifyPercent,IncModifyCount,DecModifyCount
t oo,17,2,0.11764705882352941,17,2,0.11764705882352941,60,0,0,0,0
Sun Rui,18,0,0,18,0,0,59,0,0,0,0
Yang Jie,34,2,0.058823529411764705,35,2,0.05714285714285714,57,1,0.017543859649122806,0,1
Maciej Bryński,33,7,0.21212121212121213,39,9,0.23076923076923078,57,6,0.10526315789473684,6,0
Lantao Jin,35,0,0,36,1,0.027777777777777776,56,1,0.017857142857142856,0,1
koert kuipers,36,5,0.1388888888888889,37,5,0.13513513513513514,55,1,0.01818181818181818,0,1
Jacek Laskowski,40,8,0.2,40,8,0.2,54,0,0,0,0
Fei Wang,48,7,0.14583333333333334,48,7,0.14583333333333334,54,0,0,0,0
Mark Hamstra,10,2,0.2,11,2,0.18181818181818182,52,1,0.019230769230769232,1,0
Weichen Xu,41,7,0.17073170731707318,43,7,0.16279069767441862,52,2,0.038461538461538464,1,1
DB Tsai,14,1,0.07142857142857142,16,2,0.125,51,2,0.0392156862745098,2,0
Stavros Kontopoulos,25,4,0.16,30,4,0.13333333333333333,51,5,0.09803921568627451,0,5
ABHISHEK KUMAR GUPTA,50,3,0.06,50,3,0.06,50,0,0,0,0
Jeff Zhang,17,2,0.11764705882352941,20,2,0.1,50,3,0.06,3,0
Genmao Yu,25,5,0.2,25,4,0.16,50,0,0,0,0
Yuanjian Li,24,4,0.16666666666666666,24,4,0.16666666666666666,49,0,0,0,0
meiyoula,41,4,0.0975609756097561,41,2,0.04878048780487805,47,0,0,0,0
Shane Knapp,16,0,0,17,0,0,46,1,0.021739130434782608,0,1
Ankur Dave,17,0,0,17,0,0,43,0,0,0,0
Ryan Williams,35,4,0.11428571428571428,37,4,0.10810810810810811,43,2,0.046511627906976744,0,2
Attila Zsolt Piros,23,1,0.043478260869565216,23,1,0.043478260869565216,42,0,0,0,0
Song Jun,23,0,0,23,0,0,41,0,0,0,0
Tao Wang,33,5,0.15151515151515152,34,5,0.14705882352941177,41,1,0.024390243902439025,1,0
Hossein Falaki,33,5,0.15151515151515152,35,5,0.14285714285714285,41,2,0.04878048780487805,1,1
Ajith S,19,4,0.21052631578947367,19,4,0.21052631578947367,40,0,0,0,0
carlmartin,36,5,0.1388888888888889,36,5,0.1388888888888889,38,0,0,0,0
Devaraj Kavali,17,2,0.11764705882352941,17,2,0.11764705882352941,38,0,0,0,0
XiDuo You,27,1,0.037037037037037035,27,1,0.037037037037037035,38,0,0,0,0
Hari Shreedharan,24,1,0.041666666666666664,24,1,0.041666666666666664,37,0,0,0,0
Jin Xing,28,1,0.03571428571428571,29,1,0.034482758620689655,36,1,0.027777777777777776,0,1
cen yuhai,28,5,0.17857142857142858,32,5,0.15625,36,4,0.1111111111111111,1,3
Lianhui Wang,19,1,0.05263157894736842,19,1,0.05263157894736842,36,0,0,0,0
Eric Liang,23,1,0.043478260869565216,23,1,0.043478260869565216,35,0,0,0,0
Matt Cheah,20,4,0.2,23,4,0.17391304347826086,34,3,0.08823529411764706,3,0
Ted Yu,27,3,0.1111111111111111,28,3,0.10714285714285714,33,1,0.030303030303030304,1,0
Daniel Darabos,15,3,0.2,17,3,0.17647058823529413,32,2,0.0625,2,0
Dragos Dascalita Haut,12,2,0.16666666666666666,13,2,0.15384615384615385,32,1,0.03125,1,0
Ruslan Dautkhanov,10,3,0.3,11,3,0.2727272727272727,32,1,0.03125,0,1
KaiXinXIaoLei,26,5,0.19230769230769232,26,5,0.19230769230769232,31,0,0,0,0
Yi Zhou,21,3,0.14285714285714285,22,3,0.13636363636363635,30,1,0.03333333333333333,1,0
Juliusz Sompolski,25,1,0.04,25,1,0.04,30,0,0,0,0
Miao Wang,12,0,0,12,0,0,30,0,0,0,0
Wei Xue,25,1,0.04,25,1,0.04,30,0,0,0,0
Sean Zhong,19,1,0.05263157894736842,19,1,0.05263157894736842,29,0,0,0,0
zhengruifeng,19,4,0.21052631578947367,20,4,0.2,29,1,0.034482758620689655,0,1
Terry Kim,19,1,0.05263157894736842,20,1,0.05,28,1,0.03571428571428571,0,1
yuhao yang,10,2,0.2,11,2,0.18181818181818182,28,1,0.03571428571428571,1,0
Zhan Zhang,18,1,0.05555555555555555,18,1,0.05555555555555555,28,0,0,0,0
Masayoshi Tsuzuki,14,1,0.07142857142857142,14,1,0.07142857142857142,28,0,0,0,0
Chao Sun,7,1,0.14285714285714285,10,2,0.2,27,3,0.1111111111111111,3,0
Simeon Simeonov,22,2,0.09090909090909091,23,2,0.08695652173913043,27,1,0.037037037037037035,0,1
Vinod KC,12,2,0.16666666666666666,12,2,0.16666666666666666,26,0,0,0,0
Yikun Jiang,21,1,0.047619047619047616,21,1,0.047619047619047616,26,0,0,0,0
Barry Becker,17,3,0.17647058823529413,19,3,0.15789473684210525,26,2,0.07692307692307693,0,2
dzcxzl,17,1,0.058823529411764705,17,1,0.058823529411764705,25,0,0,0,0
Weizhong,18,3,0.16666666666666666,18,3,0.16666666666666666,25,0,0,0,0
Zhenhua Wang,23,0,0,23,0,0,25,0,0,0,0
JESSE CHEN,19,1,0.05263157894736842,19,1,0.05263157894736842,25,0,0,0,0
Jose Torres,18,0,0,18,0,0,24,0,0,0,0
yucai,20,2,0.1,20,2,0.1,24,0,0,0,0
Tejas Patil,16,2,0.125,16,2,0.125,24,0,0,0,0
Mark Grover,16,1,0.0625,16,1,0.0625,24,0,0,0,0
Santiago M. Mola,13,1,0.07692307692307693,15,1,0.06666666666666667,24,2,0.08333333333333333,2,0
Nishkam Ravi,21,9,0.42857142857142855,21,7,0.3333333333333333,24,0,0,0,0
Sital Kedia,19,0,0,19,0,0,24,0,0,0,0
zuotingbing,20,5,0.25,22,5,0.22727272727272727,24,2,0.08333333333333333,2,0
Michael Gummelt,11,1,0.09090909090909091,11,1,0.09090909090909091,23,0,0,0,0
Carson Wang,18,4,0.2222222222222222,18,4,0.2222222222222222,23,0,0,0,0
liuxian,22,5,0.22727272727272727,24,5,0.20833333333333334,22,2,0.09090909090909091,2,0
pin_zhang,21,2,0.09523809523809523,21,0,0,22,0,0,0,0
Kris Mok,17,1,0.058823529411764705,17,1,0.058823529411764705,22,0,0,0,0
sam,13,3,0.23076923076923078,14,2,0.14285714285714285,22,1,0.045454545454545456,0,1
Xusen Yin,15,2,0.13333333333333333,15,2,0.13333333333333333,21,0,0,0,0
feiwang,14,1,0.07142857142857142,14,1,0.07142857142857142,21,0,0,0,0
Michael MacFadden,13,3,0.23076923076923078,15,3,0.2,21,2,0.09523809523809523,1,1
guoxiaolong,10,2,0.2,10,2,0.2,21,0,0,0,0
shenh062326,18,0,0,18,0,0,20,0,0,0,0
liupengcheng,20,3,0.15,20,3,0.15,20,0,0,0,0
