Name,CreateCount,CreateCountC,CreatePercent,AssigneeCount,AssigneeCountC,AssigneePercent,Involvement,ModifyCount,ModifyPercent,IncModifyCount,DecModifyCount
Aaron Digulla,13,2,0.15384615384615385,13,2,0.15384615384615385,16,0,0,0,0
Michael Fraenkel,13,1,0.07692307692307693,13,1,0.07692307692307693,16,0,0,0,0
Lóránt Pintér,13,0,0,13,0,0,15,0,0,0,0
Vladimír Oraný,13,2,0.15384615384615385,13,2,0.15384615384615385,15,0,0,0,0
Frank Pavageau,12,0,0,12,0,0,15,0,0,0,0
Jochen Eddelbuettel,14,3,0.21428571428571427,16,3,0.1875,15,2,0.13333333333333333,1,1
Rod Cope,12,0,0,12,0,0,14,0,0,0,0
Yu Kobayashi,14,0,0,14,0,0,14,0,0,0,0
Brett Borchardt,13,0,0,13,0,0,13,0,0,0,0
Marcin Zajaczkowski,11,1,0.09090909090909091,12,1,0.08333333333333333,13,1,0.07692307692307693,0,1
Alexey Afanasiev,12,0,0,12,0,0,12,0,0,0,0
