Name,CreateCount,CreateCountC,CreatePercent,AssigneeCount,AssigneeCountC,AssigneePercent,Involvement,ModifyCount,ModifyPercent,IncModifyCount,DecModifyCount
Deepak Jaiswal,66,0,0,66,0,0,104,0,0,0,0
Mostafa Mokhtar,69,9,0.13043478260869565,71,8,0.11267605633802817,104,2,0.019230769230769232,0,2
Teddy Choi,21,3,0.14285714285714285,23,3,0.13043478260869565,104,2,0.019230769230769232,1,1
David Mollitor,23,3,0.13043478260869565,28,3,0.10714285714285714,102,5,0.049019607843137254,1,4
Rajkumar Singh,67,0,0,67,0,0,100,0,0,0,0
Karen Coppage,49,0,0,49,0,0,92,0,0,0,0
Paul Yang,36,1,0.027777777777777776,36,1,0.027777777777777776,90,0,0,0,0
Ádám Szita,54,0,0,54,0,0,88,0,0,0,0
Raghotham Murthy,20,0,0,20,0,0,78,0,0,0,0
Amareshwari Sriramadasu,26,0,0,28,0,0,78,2,0.02564102564102564,0,2
Miklos Gergely,46,0,0,46,0,0,75,0,0,0,0
Panagiotis Garefalakis,14,0,0,14,0,0,73,0,0,0,0
Marta Kuczora,39,0,0,39,0,0,69,0,0,0,0
Denys Kuzmenko,31,0,0,31,0,0,68,0,0,0,0
Zhenxiao Luo,38,0,0,38,0,0,67,0,0,0,0
Swarnim Kulkarni,15,0,0,16,0,0,67,1,0.014925373134328358,1,0
Mohit Sabharwal,31,0,0,31,0,0,65,0,0,0,0
Anthony Hsu,12,1,0.08333333333333333,12,1,0.08333333333333333,64,0,0,0,0
Deepesh Khandelwal,52,1,0.019230769230769232,52,1,0.019230769230769232,64,0,0,0,0
Alex Kolbasov,26,0,0,26,0,0,62,0,0,0,0
Carter Shanklin,37,0,0,37,0,0,60,0,0,0,0
