AXIS2
89.229200
4.973727
13.177170
15.527708
0.004870
5.508669
334.840123
755.126157
33.009763
85.952768
35.295632
0.165486
35.372974
117.097418
0.031539
70.476221
53.043576
46.920245
8.538773
0.170567
2.471995
210.309084
0.591212
2.248763
0.059259
30.707938
17.372106
0.716203
0.003791
0.008044
1.893535
0.198663
46.713920
1.022050
0.613681
231.045924
23.109340
6.606817
112.416801
83.667221
107.443894
110.243373
1.063711
6.216733
1.768843
51.190372
5.190254
47.025544
16.962185
173.233741
138.169179
209.470493
35.401585
3.409595
171.391220
1.775093
332.508205
17.942424
3.030313
1.690396
54.854479
0.590669
0.477725
2.877650
7.891714
0.127535
15.026993
0.298171
422.277441
3.094363
4.894371
11.028997
100.232258
0.004843
99.373145
0.233510
216.135509
169.284238
89.185785
3.648765
602.492843
2.763704
30.956213
75.402367
0.794178
75.295116
0.067575
6.841845
0.461126
273.692220
2.043643
1.106391
0.446181
0.029837
0.184453
23.993617
154.768297
19.297764
74.502463
928.051594
3.491043
223.170519
101.377222
78.317822
0.007544
0.483892
219.050868
58.929250
35.609150
0.035390
0.965579
0.001125
6.273484
1.182437
47.026878
578.734459
0.035892
53.483325
36.348391
22.808091
11.105648
20.463275
52.122928
502.688831
0.003961
5.206736
5.238711
0.482065
6.875863
116.579595
16.343808
0.106933
0.009274
1.901111
5.611971
0.003610
102.017461
71.078933
16.536215
262.292097
10.126884
12.648960
5.102755
207.373943
1.868545
101.915875
0.014560
54.596192
5.695914
38.180478
471.717626
94.083418
10.749005
0.096806
0.051123
1.784941
4.896787
15.565503
174.249156
0.789213
69.193987
7.774961
0.103090
5.134258
18.391717
82.509660
125.257698
49.955436
0.008880
43.227225
5.636522
0.028988
35.657160
0.478798
21.170328
4.471517
24.373348
237.499457
3.610852
24.891276
108.307949
1.731984
146.080582
3.496847
1.916041
155.853432
93.731646
237.471562
107.218090
146.009237
6.327076
76.198559
70.119510
0.038414
0.126389
56.907554
1.227743
151.924465
11.193053
26.899720
6.263033
77.273088
20.004519
1.449472
15.789682
54.979141
0.751021
1.069780
221.729029
34.739965
0.001625
20.146082
16.426076
0.382331
2280.700841
13.115554
88.874570
11.783183
166.845876
0.003615
42.787594
0.137569
190.206654
32.295869
13.484144
145.077873
0.181038
0.378081
84.076034
31.747170
56.975867
209.255227
159.449187
90.774189
38.874434
7.007531
82.522258
0.313888
100.164549
3.636076
0.003750
0.409737
124.127134
0.102118
20.766890
0.436809
9.918102
0.179987
138.273956
77.288852
2.359075
29.188976
9.005290
95.048608
27.397459
2.503782
105.053233
11.371475
227.348817
3.859570
11.971424
75.079279
79.594433
179.381808
0.229409
1214.379306
1.440556
0.106736
213.171074
2.057604
12.290860
27.202199
9.909111
1.739433
0.328727
150.901896
207.680417
10.082176
17.251696
0.437480
11.158339
81.085776
24.230313
0.991125
123.123833
3.852798
1.139376
13.913196
96.794306
296.240749
58.813827
1.626386
13.496944
221.214035
0.903381
11.748300
7.802697
70.564078
18.687532
104.211980
230.401260
4.010605
2.199210
0.073700
38.195509
3.408142
40.745660
105.094301
0.009889
21.711141
0.028038
14.052837
3.631782
80.116582
90.762537
12.176397
220.248977
22.083750
90.966322
4.372467
35.596016
80.267450
1.771076
8.787131
0.017599
0.009533
190.078369
154.661835
0.007623
0.014456
0.005127
0.081978
210.432571
3.098551
0.124098
0.129903
49.172213
108.498106
1.090392
0.167384
0.994459
2.737614
0.243420
0.006473
8.661854
6.954592
819.469184
4.429956
0.017505
40.148840
1.691997
2.818895
0.300820
28.049042
239.142803
236.730722
112.168515
26.725498
0.615347
18.873882
126.883959
11.556343
71.495774
11.557500
0.397468
5.452226
0.099514
0.825556
0.116863
13.987641
108.317821
266.922662
0.756452
239.583363
207.069442
0.003125
0.000735
11.588017
4.823600
84.043414
17.143182
0.082931
209.838613
381.903183
10.279941
8.454272
0.335977
213.520253
188.086933
96.237912
0.078402
7.476237
96.220147
0.027323
117.563301
2.822134
23.778692
28.234954
0.833324
0.005655
47.013522
0.099540
131.194718
3.683384
0.065986
22.985602
5.308296
74.341692
371.091532
401.679476
73.610729
19.187859
0.146933
74.549354
37.892580
21.728974
116.150971
77.019162
49.695607
0.073153
7.271953
16.275856
202.905859
123.934973
0.027742
3.020428
3.612228
0.004835
1.060556
12.914094
209.831850
15.859880
0.624107
4.112320
46.452454
1.785395
147.404625
1.621472
235.955696
216.061139
3.070185
1.707296
0.010064
0.073171
9.377961
13.077310
2.589794
221.254192
154.473699
20.378995
0.006309
0.134429
15.068021
3.031531
0.064421
0.008854
320.897942
5.119153
228.429723
1.133666
38.894075
