CB
16.764047
8.280405
47.278069
2.832210
3.344380
0.003237
5.135059
0.081104
0.725086
0.003119
2.851864
6.153846
0.007681
35.185823
3.150744
125.286070
103.523454
0.576640
75.264375
40.699623
2.828142
525.060482
5.194665
0.265508
0.025567
8.737380
0.171477
3.689272
15.809673
0.419597
16.896423
9.648321
76.325656
5.952833
6.400980
833.513879
21.204078
3.970850
249.897172
35.312127
5.385287
514.415798
3.784760
3.185979
1.387407
0.324115
0.689495
2.119555
0.003546
0.004498
29.464833
0.103634
21.364725
22.983078
20.183294
3.964112
102.063137
80.213874
0.007260
0.571185
0.188373
84.019740
0.355847
0.364762
216.206865
3.923098
1.683623
41.483912
0.029513
105.694139
1.101781
941.733515
0.081373
41.308166
361.349464
0.003647
7.305130
0.015966
4.214534
7.043151
14.008643
3.436965
8.354400
0.057268
82.922522
13.332281
1.879614
6.242023
371.139895
1.269453
0.119259
17.771465
19.019168
0.003845
8.960190
0.257103
0.666812
5.336304
6.087592
4.168790
6.920567
17.072100
4.785583
2.429540
2.809738
8.188665
49.591646
0.256637
0.491471
0.223841
1.900724
28.507855
53.171575
0.185283
10.547719
0.086089
46.333637
1.859541
0.952567
239.252310
0.323715
743.251941
39.081077
0.007495
4.978992
2.365665
8.054443
0.006291
8.185942
2.382619
0.620530
530.087276
1.984414
317.547648
16.819405
198.940262
7.082471
0.188204
8.312168
0.340320
6.965490
0.006623
0.006932
0.649642
5.742607
0.636559
35.838752
0.348212
17.421286
13.790383
5.403237
3.307359
505.567053
328.710972
5.836293
0.027250
4.700729
0.660656
0.274398
16.433644
9.352167
111.393098
0.010821
6.029082
10.465115
7.385482
0.076778
6.049927
17.707080
34.439653
0.017953
97.077349
321.969711
64.063646
0.643643
6.057976
0.032218
7.177994
20.570011
7.356273
13.034942
17.980642
0.100173
4.440673
8.085469
0.744298
48.524053
5.212713
9.430886
204.490751
59.197393
0.246198
1.857580
0.022809
24.389796
51.535847
10.366713
823.559893
1.860328
0.426760
249.163307
135.227025
0.007739
0.048169
1.598678
6.095957
0.265328
65.386312
2.330386
4.071940
4.036801
0.587776
30.307971
2.469392
20.800880
0.030110
38.896607
0.042383
15.825354
1.834823
305.483410
0.862317
0.107069
0.004226
2.670259
38.769743
16.951222
3.095959
0.118876
46.179684
0.417010
14.546003
2.755496
0.040093
3.962745
2.024033
3.785123
245.114560
21.268978
8.485797
0.831603
