CB
1.307319
0.005614
0.146416
29.380062
0.820573
0.122005
24.104187
55.689686
32.117602
294.000292
0.205067
0.114753
17.763523
0.387530
0.275802
66.742696
0.006672
137.237341
71.969212
3.088361
3.386119
199.280148
0.619488
0.006204
0.347603
34.329163
12.882661
69.312690
282.965342
0.224483
0.003749
386.160536
2.190707
11.349136
6.025236
3.370471
121.999473
0.916238
4.192517
0.413761
131.339273
0.070946
148.057304
240.075292
50.186522
3.908510
0.521178
0.090717
12.227290
0.057651
22.043173
31.952130
10.993006
14.002729
1.190251
5.944396
12.909977
0.906043
5.338647
69.552243
0.004144
1.680501
0.986892
248.044894
0.328343
1.816402
0.001461
0.004479
45.703100
3.582736
168.099682
7.357768
6.193891
6.369783
361.436438
3.722313
3.908207
3.507228
1.421796
5.125804
0.011379
0.788321
5.168613
1.139145
2.278655
4.942937
188.967212
39.241459
17.934268
35.594500
41.257050
1.685223
18.874247
0.040812
0.014371
4.922812
0.732934
6.261982
0.004649
0.970957
169.811510
21.677465
0.794762
0.086526
2.551845
0.662180
642.360493
2.350109
1.110100
178.107354
27.262880
0.108668
6.269881
0.289417
1.957151
7.340496
13.805788
1.553855
1.736153
45.303510
93.694454
0.898160
4.031578
1.135136
2.421605
73.046185
452.267541
62.839427
5.481536
2.786793
194.578934
42.641135
0.625831
52.925266
20.661540
0.604122
5.262165
0.105734
2.712973
42.204039
0.348482
20.440855
96.724636
0.215389
76.275167
15.231149
118.252993
4.251577
0.004352
1.288827
67.636256
0.178815
34.753756
339.624043
1.127672
55.155310
0.059255
678.688429
14.418828
1.155868
0.049576
0.017004
0.005231
7.449044
0.264659
3.753311
0.008545
0.080790
9.757681
21.054446
0.150051
4.633615
112.066743
67.704185
5.064663
95.871072
0.501319
0.205785
23.054747
99.026271
42.586542
91.313309
7.205554
155.033751
0.523221
5.824604
4.278435
168.866874
20.119177
364.159105
10.123066
3.204551
77.879068
0.009749
5.489545
27.313357
3.820937
1.983977
35.116951
97.069049
2.851031
472.483176
10.039566
14.265836
0.236497
12.261010
1.334537
0.883279
43.359323
18.394643
3.345304
15.021754
0.355432
0.012637
15.371320
6.220139
0.004342
20.183966
21.448973
19.955073
0.011563
1.484151
3.659983
53.195015
5.779793
1.062882
0.035349
0.013227
15.495226
0.006328
158.060605
556.769767
0.010948
550.397897
0.951217
0.619070
12.041305
21.468997
0.286904
1.464498
0.427236
146.249198
328.061388
145.375860
45.313239
1.277935
193.088442
278.924077
13.927880
316.132504
88.882688
12.226187
0.036577
0.231593
0.085675
2.511779
4.689095
10.473282
46.375407
1.234173
1.603938
0.006586
1.099453
0.004492
431.832350
0.073813
1.195682
328.023127
0.142770
0.378689
35.218235
0.812115
19.115481
1.464439
1.047717
39.515640
10.112819
6.265495
3.757210
3.091262
22.204566
29.371550
2.281701
60.015257
0.240236
1.456034
0.001345
0.054638
0.374135
22.614078
403.964744
216.170514
11.410404
14.775873
518.915954
215.127131
25.818154
0.012746
7.963802
0.006248
0.010922
4.324018
42.830512
15.443541
72.165628
90.051036
3.841747
1.028198
3.941069
0.005315
4.300808
67.855058
0.117645
1.896906
494.852028
0.062874
18.810279
15.003010
4.285933
107.274950
286.741812
0.032886
1.044297
0.874639
0.011704
7.244234
137.196071
0.052553
494.453719
15.275666
70.136632
4.821766
166.649088
6.096945
3.129660
0.459607
0.846456
14.130142
0.698298
0.062385
0.011269
15.590091
5.350841
6.641529
10.152825
272.223231
0.003623
0.253970
0.054024
141.018361
1.254721
1.050637
0.033311
507.359256
0.562013
17.910048
0.521464
1.387365
107.100391
0.003006
0.013982
1.503041
5.677511
242.351922
0.905030
527.667209
6.060950
1.233221
0.010857
0.091583
0.383400
0.361743
1.322957
0.004289
0.004568
2.845523
31.481390
205.470437
1.107389
1.811119
8.851490
20.206411
0.071728
1.730643
0.040799
3.028905
0.890062
0.017728
0.313094
49.854824
0.317468
2.612798
688.688598
302.236318
0.333256
34.468126
1.073268
2.962477
2.804602
0.109747
8.206197
215.297398
58.988533
0.671628
477.378223
60.159464
494.774939
12.044456
7.205826
1.563125
0.427006
486.141788
0.530827
31.912116
12.338098
0.098234
1.402435
24.952402
48.272511
0.184744
3.485408
10.892755
0.004257
0.002466
0.017214
2.733987
20.472040
1.856862
179.649041
79.363545
328.683188
496.248080
0.010566
1.046633
0.057017
13.138826
5.799181
1.060266
1.317766
108.592513
12.772232
13.137086
5.007830
224.688406
0.001010
0.011021
2.743324
145.636803
977.141284
0.326315
110.100432
5.687861
9.840403
25.265443
78.686095
0.132342
7.385949
7.488280
5.200815
0.013673
37.511497
0.003116
12.366686
3.061171
0.448050
217.981959
0.794032
1.074783
1.225807
0.006618
6.720771
0.178670
57.538051
7.504597
12.334224
111.743512
50.571322
51.029950
2.718732
5.947290
511.344589
0.086107
3.936955
4.402809
0.005586
0.369864
0.746687
0.004844
194.444507
0.008246
0.843458
29.623005
69.992958
0.068189
1.562909
10.260300
1.925157
118.969439
0.063663
24.379162
0.654971
16.378877
0.003637
215.607706
7.095119
5.332738
3.541891
0.303044
259.653774
10.902305
0.307488
3.428017
0.178836
10.782865
350.397829
273.907613
0.066611
0.007768
0.664365
157.680419
785.357795
297.811275
0.044201
274.465572
11.330463
21.270713
5.023976
6.520770
405.494890
12.992129
17.456735
0.053303
1.158252
18.864030
8.314455
10.731728
5.969671
7.088706
0.007820
27.495588
5.268215
0.008131
0.072776
0.776622
0.024534
4.164659
1.652048
5.629057
1.783840
2.048384
21.316022
10.565709
12.180459
1.020926
107.500494
0.018159
6.113453
0.280544
0.282166
172.573371
1.107196
0.411739
20.198187
0.340681
2.724870
27.874260
8.250846
596.368923
132.673716
351.732508
69.986811
105.470006
