NETBEANS
12.876487
115.994295
0.024874
0.002070
8.938558
0.054980
0.014158
0.188713
7.517230
456.994618
3.271224
0.025112
12.585731
207.523839
2.969915
6.046459
45.587909
1.881606
29.351435
33.987635
1.930384
97.864119
42.617446
0.005608
12.047294
0.027502
0.007623
0.130640
52.036374
0.269055
0.293539
7.063762
33.901968
0.017523
0.012486
530.056681
286.845451
9.172944
33.948927
0.972530
61.001976
32.820703
1.841028
26.914740
1.011503
5.988746
43.271364
9.089343
0.010731
8.954177
0.004091
1.052412
13.808209
7.781108
0.077732
10.742793
0.012342
55.942098
7.191178
0.021931
0.007813
0.094103
230.529358
1.537731
0.373662
0.693465
10.020048
9.571262
0.005018
115.152162
4.918680
7.963318
27.610100
0.019908
99.381237
0.549331
6.994134
94.249101
22.287383
457.991147
6.633260
26.092128
3.946336
3.550149
141.474622
15.520529
15.362690
80.126782
35.910796
0.004206
2.803736
0.040255
30.238192
4.489680
1.981848
5.737246
0.872226
84.094199
293.113797
5.031556
0.978083
4.725632
131.174117
21.688040
0.164023
68.936174
10.560533
278.057313
3.870332
212.735145
0.008790
0.728195
239.274235
205.903105
540.670802
5.523521
97.454715
29.162654
1.436564
56.875357
260.841957
2.141593
19.794186
1.922018
144.387518
0.006841
71.285477
0.086806
14.968598
10.763204
0.030072
0.698149
58.797342
3.125737
29.754016
1184.812272
52.695462
37.728547
0.006972
46.863173
1.433993
0.898332
1.076926
32.015639
30.944270
25.132949
2.941040
0.003559
0.005008
26.787424
294.178500
0.004079
9.345912
2.249412
99.972368
33.979482
5.150984
1.033603
45.648047
250.025742
0.057627
160.073982
0.008431
74.858478
0.011249
86.024493
55.755667
3.263693
1.993043
0.018486
3.128062
293.175952
0.004885
68.161880
7.413694
15.718691
1.010830
39.853622
544.511175
0.063888
9.351724
0.133239
106.827021
138.935920
0.117127
18.991782
3.752494
0.076439
480.630155
371.080012
2.413819
0.040646
1.565277
147.154614
1.834004
762.437157
649.374893
12.416277
22.663724
35.792151
3.274221
0.024760
104.069726
0.007934
4.009016
2.114270
418.618940
168.498805
0.225377
27.951754
532.634183
6.116755
0.794790
5.278812
105.137348
26.349413
17.710627
44.579633
8.820504
69.224082
0.008574
0.024811
9.928611
131.116955
0.033654
7.295559
0.012428
0.096089
0.042169
1.305629
0.605336
0.302715
0.039553
24.826895
58.844895
14.159468
122.197653
301.247271
48.889658
0.031153
3.956761
0.015736
9.133489
0.187655
0.082433
0.007883
12.898432
0.149246
49.882814
4.487314
12.341640
6.891516
15.747715
0.711084
1.498860
1.859960
115.227434
199.737555
260.270951
29.770444
0.587456
126.466688
9.689010
31.845174
132.233369
0.004894
231.946371
0.043369
149.593954
0.029103
95.744256
31.922976
166.568623
0.018331
0.026253
32.046594
86.715593
20.624335
0.301820
376.478206
0.003980
1.002443
0.005803
0.001340
0.141960
0.156963
0.513101
0.038194
12.280181
93.384415
82.039237
2.649462
3.317711
7.410274
0.006220
95.195519
2.209194
0.005367
21.913841
0.168460
0.008318
0.024072
308.270588
55.975360
2.333970
2.710020
1.207144
0.470855
143.832305
113.458917
0.159640
1.185143
25.997280
1123.831574
0.913856
