GROOVY
84.970081
4.408918
5.268785
0.086860
0.295860
0.008518
1.156726
1.991835
0.004092
0.072984
0.005479
6.687004
0.036672
0.006840
0.003380
0.870945
80.206114
0.035589
0.339060
1645.690984
316.938256
1.478255
0.047215
6.803603
4.797870
0.320006
0.467526
19.794855
0.939439
29.517743
722.383395
164.718739
217.597662
0.985997
0.029375
2.808273
21.185597
0.541683
27.520084
2.932394
0.262785
0.135652
0.000715
8.825435
320.310188
1.817248
48.549754
0.003387
8.849284
39.200050
45.960038
6.828412
2.712501
771.769881
104.812188
0.080919
418.070655
0.682376
0.002282
19.647790
0.022126
20.603259
716.230719
0.224070
60.218545
345.126296
164.763300
3.136026
152.945334
6.839632
132.343598
0.127523
187.118702
0.721320
72.944885
34.355637
0.009514
7.418575
12.899503
999.941337
0.501384
333.472272
2.502121
1.358893
3.194037
0.057031
7.162254
0.016767
35.920312
1.906461
0.349892
1.034720
28.988444
0.001480
429.677517
3.680994
49.762277
4.713330
0.563583
0.000436
67.608204
227.554441
10.972020
0.345221
0.611206
1.476166
0.088081
22.558449
458.767135
1841.074707
0.036422
0.930282
57.156308
209.790641
219.962939
6.397713
51.711411
0.151920
0.513299
0.533404
3.253182
100.689712
376.960695
0.002017
187.985447
0.004186
291.657715
8.496344
295.986482
0.005485
0.021942
0.016636
1146.530711
4.017351
7.849505
0.012576
4.332843
0.001368
0.117809
4.144821
6.056203
571.965597
0.292301
0.832872
0.221782
159.569416
35.922157
64.471549
142.198715
136.984435
143.202898
1206.805678
0.191213
0.022319
2.784175
0.442188
55.940059
0.095904
24.654443
0.035629
2.656220
15.632751
3.861767
54.544534
96.291479
1.018250
0.302567
259.367992
0.132565
40.472668
0.004267
11.975806
15.540494
359.109697
383.584222
0.005778
2552.383803
0.964006
325.505230
0.002870
5.183549
5.815396
3.577203
34.196630
16.933295
0.002449
0.001628
22.443275
183.270469
851.526674
694.278432
0.236707
121.786967
3.686723
27.900566
1.137288
29.780220
1533.985230
161.085328
7.920451
0.450391
0.072826
224.015355
1277.136361
1.612485
1.449293
9.057829
51.173743
4.991068
1021.691989
0.017719
8.382735
118.585912
0.169479
1.118724
1.806765
14.409201
17.877510
0.622567
0.243689
51.285901
0.017897
62.342874
0.446736
12.272403
0.365493
33.954789
0.007076
1.144380
5.963774
1448.067016
4.697562
25.370359
9.780003
1844.603945
0.014724
4024.973900
3.985676
9.669076
1.005342
2.470101
65.819125
0.175608
0.091137
201.967299
0.030130
7.052272
0.509909
540.596642
16.366668
1793.542035
0.657893
2.486117
2958.357755
64.946829
91.667183
4.025890
969.807895
140.227545
0.005939
0.025606
0.758160
362.726634
0.151533
18.266110
19.295987
3.782118
1.011921
0.110314
16.680068
0.105545
797.380972
9.777170
87.621133
0.547747
37.817569
4.453459
0.487569
0.185635
3.554931
0.007974
0.997351
0.007697
837.989912
0.014828
78.213580
0.070620
0.451373
224.008883
0.061582
0.021559
0.628681
0.013817
3.612325
2.193782
0.065310
0.035190
224.984240
0.032198
803.126407
0.087720
0.014372
34.224398
4.087381
0.025644
1.239895
1.707264
13.775091
0.365665
1.393033
1117.161602
0.073392
74.418486
0.003644
1.809912
491.872882
612.991006
9.098064
0.425185
0.008818
108.544165
60.104417
4.035448
2.889592
39.371016
62.984231
0.037047
0.016686
0.019211
252.264814
35.921853
0.237854
1.697118
30.333704
181.533532
16.089942
2.502310
5.936707
0.390188
0.013998
6.864955
104.841063
21.692919
0.105832
9.128113
0.585154
11.568307
0.572465
0.495440
0.871269
2051.237640
0.011029
