AMBARI
0.158200
8.448490
0.006581
0.007343
45.711407
0.017270
0.008375
0.018735
26.986332
0.041964
0.007153
0.004971
2.196336
7.048675
0.011109
0.144339
0.909592
0.003723
0.013257
16.429543
0.512228
0.089441
1.059590
0.041905
48.209904
0.005385
8.863349
0.031266
4.223792
0.042532
16.836089
0.171756
0.169912
0.033595
0.014813
0.005438
8.081400
0.668306
0.016332
18.896350
0.039348
0.015320
70.294853
0.056895
0.192698
0.331721
0.097013
0.053726
0.013850
0.035660
4.138083
2.164211
0.421048
0.025833
0.355110
0.318355
6.218075
0.038255
1.157295
0.029519
0.005067
0.017458
8.208296
0.064583
0.031755
0.667648
0.005462
200.939439
0.004104
0.056339
0.017064
33.809225
200.914077
0.000729
0.398554
0.006514
0.020951
0.383245
5.565229
0.008500
1.007862
1.069496
0.165244
0.097190
0.975962
0.016377
0.993765
0.018496
0.034959
1.193083
0.004634
31.041268
0.534669
0.013292
0.447511
0.002233
0.002421
4.963565
2.240783
0.015714
0.771176
0.071414
3.362315
0.010799
1.148762
0.000857
3.230793
0.241418
49.493996
0.016734
5.619182
0.876083
175.060923
0.293237
0.069899
0.006495
0.014055
0.988282
0.261400
25.030006
0.409358
5.610054
0.007082
0.073126
0.816266
0.283367
1.206328
74.104189
0.858330
0.109281
0.000977
0.328609
0.012437
28.379065
0.084610
0.744338
0.034860
0.037815
0.030877
0.043008
0.017909
0.023641
0.358445
31.849945
0.247272
1.028198
2.030886
0.008956
136.993823
10.981624
7.131979
0.006253
0.767030
0.084644
0.011194
0.199080
0.009525
2.169956
0.017502
64.887971
0.124045
0.008898
4.294161
0.001966
0.394800
11.932160
0.040446
0.975325
0.010242
0.014579
67.235996
0.164266
0.017501
0.029256
2.356035
5.483886
22.034620
0.817951
7.290875
0.006519
0.016384
5.953154
0.007761
0.000500
0.990430
0.020011
0.005579
1.106148
1.050870
0.039850
0.296711
6.991635
8.366861
0.039879
1.938841
0.884498
0.004872
13.776619
0.034266
0.015874
0.033485
0.022948
5.841522
0.217872
6.938505
0.008271
0.040196
2.228022
1.113548
0.039418
0.062952
0.173782
2.219397
0.080232
5.832244
0.004723
0.005019
0.791378
26.593823
0.070506
1.004047
1.584184
3.636796
0.900719
70.906409
0.026002
1.004327
0.098174
7.273133
101.853418
0.179279
0.003126
0.003918
0.791184
0.716417
0.003987
1.134858
2.619777
0.010224
14.067320
0.016763
0.037992
0.726579
0.005532
6.667505
191.892449
0.116536
0.720594
0.075275
15.058193
0.307564
0.301923
3.848461
0.332265
0.001788
0.080294
0.005510
0.007780
1258.746092
242.690370
0.767457
7.307183
250.029578
12.156333
0.047769
1.586070
35.096359
0.082152
0.582762
0.008709
0.008098
0.093937
0.125273
0.011798
4.962654
0.193004
67.356507
0.091447
7.007330
0.124418
3.101575
8.869779
14.136408
0.012615
256.311848
0.980066
5.944283
0.032392
0.040676
0.009090
0.003672
7.690980
0.004145
247.951201
8.845457
1.004468
0.017324
3.905317
2.771921
0.741058
1.787084
2.859173
1.251535
4.210466
7.409720
0.004170
2.989009
