DRILL
18.690642
2.012662
0.895006
74.969945
0.006360
414.930859
29.034355
18.294345
17.903125
2.590181
0.395626
0.004262
213.041252
3.016612
104.174138
9.998164
0.011133
2.168725
0.718494
0.413888
11.724068
1.657730
28.127736
0.018706
80.527567
21.079137
9.975264
21.984192
6.951194
0.883691
94.268224
13.759654
472.980351
44.367420
4.328233
162.986285
9.986404
3.958319
11.028158
5.072651
0.001056
0.146327
0.158350
298.086926
48.069177
7.876510
0.000672
0.472454
85.227853
41.635916
23.806500
51.922528
462.937074
0.940416
133.781445
169.860825
20.926182
18.922775
4.741692
0.008707
32.137408
181.033236
11.245308
0.599845
44.020663
340.387137
34.205621
22.950694
11.811278
72.698861
402.213827
0.046856
0.002272
20.628849
2.360029
0.944902
62.772508
6.945170
23.083237
25.996181
0.547052
7.568949
46.062411
0.008202
0.029427
0.041241
19.768511
45.136549
44.951932
10.836899
44.087117
239.777420
0.574967
4.903678
0.489805
49.156226
228.121668
20.899978
0.026816
2.855101
202.174468
3.276787
0.560418
0.993538
12.915071
116.833400
40.948013
1.047597
0.021592
3.893670
109.156182
39.282836
0.020614
0.008695
0.014682
16.907356
107.890382
9.687823
8.994192
0.037715
32.940420
0.011319
0.074356
20.882827
19.049017
0.131286
8.922525
71.279178
0.686006
90.052819
89.878582
23.936615
7.042620
1.911270
0.046703
81.199117
6.164980
2.517377
54.897896
0.886658
0.849536
3.959066
264.998523
0.120733
0.367259
46.016441
2.700630
6.926098
0.023591
51.699159
241.141222
0.012922
0.023270
0.211213
498.832158
4.221920
90.826209
204.822286
0.043760
41.037336
10.026781
0.001241
40.640306
65.029899
0.038912
1.089458
28.201249
88.170340
0.912290
16.757556
1.889975
6.909384
12.015935
1.212840
182.781577
0.007948
39.141778
10.572516
2.048329
38.884776
155.251656
45.955069
9.924959
0.005476
76.070020
21.164106
621.937294
23.103162
24.028486
3.815790
60.960105
0.965365
0.029424
0.031970
18.756559
998.896130
16.911804
26.263307
14.933580
0.062179
26.686725
88.858487
0.000961
94.132315
4.672901
20.736761
24.771506
0.007608
20.148999
100.501893
56.553681
37.700811
155.999104
70.001785
14.038021
4.109160
0.674430
9.065083
0.014243
0.410724
1.816595
213.022875
12.935285
9.889810
90.898223
0.809365
17.085988
0.962472
0.016002
23.987706
39.016885
23.899161
453.075111
155.902458
0.001536
1.641349
1.285868
29.891113
10.117928
9.100030
0.051940
40.908233
3.717160
14.170929
248.136188
7.541769
13.905257
193.132351
2.821560
0.114660
0.002410
0.189163
0.722348
3.532000
4.126813
113.232831
4.575510
541.797902
0.630010
1.854017
5.420406
9.989209
175.989666
5.088885
251.873929
189.741047
0.190964
18.148719
0.031719
33.943818
48.982997
25.123510
0.858097
41.065795
22.952269
7.089392
0.207886
76.711327
0.698015
13.017490
9.164902
118.149296
0.072071
23.875902
22.037985
11.275982
115.220593
1.967926
90.068287
984.082921
196.781609
139.159639
102.954990
24.989904
0.109140
116.318341
29.132827
48.125208
6.049604
0.825499
0.004464
96.823552
0.028401
46.183265
4.927157
0.005918
90.640602
62.513629
16.074509
169.944412
90.635135
77.981845
0.813358
114.214585
0.204769
58.848208
0.007578
3.111039
0.037395
6.923485
11.677917
78.761846
0.099593
0.443128
54.941972
39.480040
0.074889
3.078505
0.247106
270.839804
0.107642
7.906916
10.015377
10.024532
43.089769
0.003595
7.904730
0.012347
93.246719
39.027211
5.092556
0.864903
0.967811
0.004219
135.161384
3.717424
0.174977
104.989134
1.557148
19.104393
3.654481
0.031756
13.541619
120.779674
44.493554
6.988585
99.781580
0.764451
53.765193
11.806020
147.028126
4.050843
1.826872
163.932189
1.210893
0.094995
32.493686
0.067002
2.021180
24.855037
0.012054
1.955539
13.958376
151.692341
107.082403
14.910314
0.019367
137.011513
249.907760
2.051404
2.155227
0.909568
19.941596
26.711105
134.450897
94.169079
0.089062
99.774953
14.049173
0.087719
704.206672
17.003834
114.931430
17.245861
0.006388
26.745736
18.006941
89.883559
94.938041
4.006893
116.321023
67.034943
67.218131
66.999629
30.999404
1.444803
32.506197
33.921487
19.007030
20.892481
0.041923
0.015174
1.349523
53.741252
1.998733
3.035546
86.154361
0.622348
24.796730
50.041663
34.967711
0.006342
34.154105
76.887359
4.836005
72.975978
7.150133
4.791631
1.227198
13.617671
0.018186
8.215288
17.073345
18.299013
1.935219
0.027140
15.900191
65.261700
166.985346
0.064222
19.163716
5.961114
58.931421
35.985398
53.977305
0.190285
0.188377
3.201308
17.562949
0.018311
26.827500
192.195970
1.002794
0.028531
74.013738
77.175145
2.041854
6.986074
12.838597
116.650811
0.015617
40.951305
0.032325
93.675802
116.525317
174.171497
19.971726
0.026644
4.074121
0.823901
114.776748
57.634909
0.005588
161.807312
221.010215
45.526064
14.492059
1.121074
7.680670
0.013007
0.998801
0.467215
33.654677
15.919158
17.169654
5.805616
18.924806
0.875228
13.671321
24.809808
20.978983
8.751817
0.005797
0.426799
1.246613
168.156658
62.930441
0.008592
9.241727
0.130293
0.622462
2.650696
13.294921
4.966058
2.651394
34.342226
0.048032
101.808076
0.609376
2.674551
195.206763
5.614186
44.728101
1.292982
0.113106
0.195071
18.212006
27.773990
49.246674
0.073593
242.383563
0.025990
41.125842
213.214212
81.222135
0.000821
17.894994
264.135137
0.138403
4.170006
65.044451
13.200301
52.780171
246.008501
236.244669
0.035271
29.952120
129.042470
52.731769
72.404319
22.725944
15.678142
0.036054
9.938039
54.326931
0.174823
0.048715
4.655027
0.878714
101.980147
1.077210
26.811177
0.008544
169.902789
3.696802
0.316477
0.435906
0.007715
4.134952
0.699966
44.864094
587.200267
10.012438
22.987797
37.089704
0.133312
45.188871
0.867312
87.842446
16.755438
0.803617
3.822805
85.516662
94.060846
97.214372
0.010420
40.949468
2.044582
1.212495
