OAK
18.914995
0.023827
1.032391
137.130766
0.005167
124.094928
1.188720
5.820511
2.045696
0.012837
2.987733
208.065565
4.020588
0.905661
6.987108
245.167189
0.005908
34.531462
6.796754
0.189803
0.200522
0.169684
5.002206
0.695478
0.045520
10.907077
3.732200
0.770282
5.300428
20.340939
10.766016
0.069556
4.064424
0.004531
0.785503
0.024505
209.902694
0.009754
34.879438
78.886043
0.039731
282.109749
11.945056
92.036931
12.050072
0.070348
77.728004
12.001013
0.160864
0.095057
0.582913
5.997166
0.004000
15.424129
0.010671
0.029652
0.033843
198.233301
0.208487
868.928060
0.272730
143.955008
6.004910
10.702046
239.328194
0.173597
0.123569
0.162921
1.736656
41.771597
0.107529
0.795277
44.995051
91.257393
0.005105
0.718861
0.887926
4.158363
5.976070
3.557564
18.304885
58.821950
19.673027
2.982223
12.010332
6.002235
1.939427
0.239358
91.955172
0.059619
3.955541
0.851234
1.007355
0.145032
0.788142
853.955436
4.883011
48.134480
23.980243
0.056059
0.009435
1.024405
34.876751
321.977670
9.984599
0.016940
0.970229
0.154236
11.181957
0.009880
962.087122
0.522794
4.033054
1.138567
0.024377
0.066508
0.132044
126.266090
0.801433
188.102467
7.005235
4.243278
0.467650
0.159927
0.005025
120.056302
2.391017
127.214364
86.046612
18.039977
1533.010723
0.747478
68.556578
0.714792
171.382610
0.554249
70.924196
72.149704
0.015763
0.921879
531.892552
34.886108
0.951149
4.075498
7.089028
87.295964
1.250579
54.923842
3.905702
222.613722
4.016559
0.985504
0.009655
0.013164
0.005209
5.279203
0.135319
537.257200
0.032767
68.203150
0.022394
0.010213
0.005981
0.136795
0.022308
0.688010
171.366356
504.184407
