WICKET
1.960278
244.627027
0.004349
27.852395
0.004929
29.376256
0.154945
0.009077
0.497258
12.591110
0.019582
0.616209
0.016584
0.006150
1.081556
0.010220
0.636626
0.002635
0.486959
0.005917
6.566669
0.191114
100.496078
0.293855
0.047617
0.250416
3.786298
0.509317
1.023535
0.148638
1.908416
0.004065
0.193408
0.010112
0.006375
0.323964
0.673888
3.412927
0.020644
0.011429
0.206034
8.015177
0.018167
0.006788
0.051173
0.290480
0.141309
68.842154
4.077865
0.563729
19.068817
0.010173
0.090718
0.163762
130.528797
261.286967
0.013470
0.068021
0.120556
0.382984
0.865667
0.161076
1.704538
9.089479
0.157861
0.005925
3.878586
161.130397
0.141751
34.294797
0.075948
0.047201
6.868934
2.752411
1.066939
39.745802
4.201625
0.124734
3.142027
0.008257
0.003050
0.253708
0.227736
0.002680
0.543630
0.407191
95.333344
0.586203
4.221944
0.383428
4.607635
1.538043
4.953905
0.058953
0.224593
27.080953
0.023359
0.280342
3.037564
3.079875
0.478891
0.001750
0.166411
0.119239
0.071981
0.057896
252.948261
0.168040
0.048835
0.989457
55.296601
0.006813
16.157572
0.021069
0.096118
160.843233
0.904974
0.016449
0.000710
0.034604
0.155096
0.011125
0.082268
0.036771
0.008561
0.017029
0.305301
0.092778
1.031551
0.003772
0.115529
1.637064
5.090405
0.025873
26.243670
36.998416
0.008461
5.526792
4.028108
21.770017
1.985221
6.060714
17.367856
0.168665
8.686156
8.013092
0.057353
0.020273
0.032612
0.042695
1652.074451
0.013148
0.740782
167.940975
70.203304
0.084403
0.135633
5.306167
19.580535
0.091080
0.006298
0.022405
19.641584
0.046468
0.743183
23.637212
0.181265
46.074324
0.006046
3.308751
3.444342
0.408093
1.590079
0.008576
0.010744
45.939265
0.187846
0.818731
0.357231
0.037334
0.017591
10.797837
4.169899
2.293152
4.938608
2.216258
0.024626
0.457314
121.385744
3.013198
1.804972
0.006343
24.450631
3.333956
0.007265
0.006916
0.012200
42.182965
0.363986
13.268999
0.014960
0.179786
0.130053
0.031257
0.745338
0.062804
0.002625
0.039207
17.863686
0.023855
5.415832
0.003573
