HBASE
2.947486
8.103218
2.901248
602.676940
0.047575
0.510928
32.356651
34.585789
1.020565
1443.309229
5.883904
1.910832
0.249458
0.048775
0.013757
0.027991
0.062385
10.100908
0.746587
2.854684
178.198704
0.954768
1.086137
0.018992
14.632402
0.370982
345.291638
1.833109
13.017026
0.287873
1.706830
218.354578
6.146127
0.005232
0.020268
0.214415
0.014552
0.107308
43.069752
0.250980
0.029130
0.161228
0.005854
4.186898
66.482308
10.792240
0.097010
60.000490
1.710385
0.015441
0.020537
26.010853
5.387386
4.772067
0.064199
0.120312
0.809860
0.653430
0.048926
0.130706
160.966109
0.011159
0.855800
0.491247
144.269630
0.673173
0.021828
18.605377
0.079164
0.009792
0.625615
0.013138
5.625565
31.071368
0.021531
112.958503
0.799578
1.897698
0.218229
128.314924
4.258085
0.564474
0.007353
0.014097
1.424636
0.009495
2.851829
0.405126
0.079376
0.000379
1.486503
0.047759
12.366344
25.688728
0.010045
0.042215
0.009981
1.754134
0.013155
0.232548
3.651236
3.804518
91.230037
0.632017
0.391070
0.851557
0.017324
126.739002
23.555926
0.012573
15.610603
0.795058
0.004636
0.091765
488.059887
0.875345
0.141222
0.064467
0.662180
0.006590
277.217276
3.513480
0.005966
78.153606
0.972648
0.009275
1.218417
4.957545
130.366272
26.515395
0.082622
12.726194
13.153225
1.049928
0.003429
0.003806
1.763024
0.117846
21.029609
0.017415
5.295252
85.606340
3.920590
19.181050
6.974064
0.008900
0.880937
38.823485
0.077861
1.878098
0.150150
0.114401
0.270755
0.038915
1.373110
0.198921
1.968801
102.305646
0.081056
32.056963
0.023503
0.966470
0.081415
0.972113
0.251962
0.137630
1.439775
1.641933
0.030398
10.234648
0.322738
12.269924
75.182725
0.010912
8.600921
33.816002
0.021449
5.129755
3.071868
4.211308
0.006187
0.667839
0.109857
14.933640
0.005549
4.063770
0.031357
0.047836
0.116249
2.801498
0.797625
1.002318
0.349624
192.111388
0.841208
6.743234
1.061420
39.250234
0.619661
0.008643
36.964180
0.181998
0.073378
0.090803
0.027755
1.253652
0.673482
0.007140
0.468937
0.044392
769.353002
13.191051
0.896985
0.462567
0.003240
0.055327
0.290167
9.849732
377.337446
0.329887
0.009793
5.214260
883.986974
0.056015
385.619237
124.052758
1.992932
0.253731
1.858196
0.006708
6.763181
0.016954
0.010515
0.112504
21.554463
52.017198
0.005662
0.017267
0.012653
1001.671943
4.925153
0.116916
0.615277
0.610069
28.254388
0.230434
3.752255
7.025791
656.481163
0.066039
0.025726
36.188459
0.013811
0.004560
0.753670
0.595471
35.768542
0.062285
1.046580
38.063627
0.376212
66.193146
1.615964
0.006880
3.937508
1.106820
0.009088
875.388640
100.870108
6.016157
0.425071
75.183336
0.010852
0.022677
0.048636
2.214414
0.016901
0.006006
0.012817
0.003157
0.020085
3.928178
2.231649
4.626752
0.669305
17.561976
0.013661
71.807748
0.012312
11.980950
0.102555
0.004206
205.155312
64.358643
0.141202
2.955060
0.179232
0.306632
4.753119
0.009055
2.485076
406.924675
0.012239
0.890016
73.074090
0.009234
362.793894
0.696779
0.753442
0.444366
0.009062
2.684312
49.129886
2.083510
511.118069
0.004752
9.903948
0.005117
16.307373
0.007865
8.336805
622.629981
1.719196
16.803555
6.236055
0.181825
0.064096
0.004172
662.088997
0.056785
4.787327
33.064795
11.518774
0.035038
0.219369
9.150910
0.267895
0.051583
0.928162
84.751011
65.030890
0.559486
9.210100
10.332204
0.007268
3.060777
25.915845
0.021343
18.157294
1.872506
7.345751
0.105336
0.290437
17.650211
1.164816
31.360364
0.854445
10.988950
0.344759
2.691315
0.011268
80.163815
0.625014
0.073572
6.892164
3.144026
0.057849
193.599092
5.212504
0.089370
15.967188
0.610619
0.022278
0.004514
0.426640
0.339160
0.269913
0.759560
20.102452
101.156366
2.851745
0.035043
3.299905
0.001355
4.022107
2.358923
2.205659
0.108077
8.185500
0.002028
13.636680
2.614640
3.861919
0.169163
40.447811
84.614050
0.945340
13.742730
0.036441
2.566988
5.128612
9.501242
193.929270
67.158825
0.416129
392.788369
1.812178
2.023732
10.226377
387.376023
8.182567
664.835655
0.656450
0.015602
0.016001
7.003269
3.052513
62.819582
0.007007
0.045791
89.178572
245.808080
0.703958
34.958234
0.010575
1.813283
0.328660
108.851148
1.886374
0.122137
1.920652
0.083083
3.667411
462.641358
0.029884
6.941766
0.049388
16.598112
0.028034
18.962419
0.006132
109.063192
1918.141038
41.213701
40.052689
0.017677
2.046359
2.946099
0.025099
266.335210
0.003593
96.517212
2.421531
0.052605
0.033070
0.205975
0.063567
0.020624
0.018232
0.767139
0.151761
3.953483
2.240066
725.139636
21.059036
0.466319
1.814004
1.798402
5.789877
0.779682
0.011607
0.044288
1.319691
0.049043
0.014783
0.025634
0.233465
4.684479
2.024928
2.464699
58.237536
0.103332
0.875040
17.375072
96.564782
0.798454
6.837093
0.077178
45.792116
137.691332
0.615501
3.925233
0.003267
0.044594
3.658272
0.094065
0.452648
172.260703
67.222015
164.865399
26.318362
277.636186
4.013063
7.373366
0.422736
7.298760
837.652155
22.643430
0.011877
207.873778
0.242711
28.854155
0.020383
0.012875
0.004740
5.906279
26.929853
0.753241
0.223122
0.013884
22.087116
1.161854
0.004077
14.543624
62.465120
0.258988
0.026502
18.524981
1.015244
0.701562
0.012174
5.652813
7.015335
56.118832
0.006227
0.139422
33.736048
173.836818
389.847035
0.865613
0.275372
0.025253
1.076977
0.095870
0.006335
195.806976
26.459420
0.063203
0.503530
0.947582
0.400739
0.014873
979.877689
1.175225
12.608937
4.464349
0.026591
40.029519
0.124053
2.786941
25.867045
1.693701
4.870033
0.005080
6.651994
48.869160
31.868772
0.021344
0.027004
0.031382
1.093086
0.013484
1.991012
75.568206
0.029155
0.132125
0.010652
581.549666
13.210759
13.812727
0.004576
0.158970
2.994517
0.060338
5.092360
0.462872
5.804153
2.140692
0.007606
0.318489
0.060375
116.687574
17.714984
0.580917
0.227554
0.160747
55.821303
0.995022
0.008462
0.072587
133.924922
2.353965
0.017821
0.558006
0.899107
33.756757
0.009733
39.114916
6.041340
49.920455
1.015409
2.378479
0.041035
1.551098
1730.050267
0.428005
0.083595
1.983431
13.966600
6.026187
0.076744
99.878657
44.377090
497.247122
2.256214
1.675128
0.304554
94.214759
1.994622
0.083248
203.246359
0.613218
0.865093
80.489932
35.118785
14.186957
3.910077
1.518379
0.004918
18.224663
20.830962
35.852763
60.217948
1.225777
52.107122
0.009173
8.068571
70.932198
298.152297
0.005217
2.794263
10.976090
12.660706
0.007575
0.026237
6.634798
16.714599
0.339462
0.526114
2.795973
0.318966
142.280576
0.009417
20.019974
20.956209
6.770363
0.023770
9.997095
1.540761
3.801782
109.535701
4.871433
0.364666
87.276525
6.077003
0.061319
35.074894
183.323997
0.004648
0.166617
4.286328
8.178018
7.352826
0.889074
142.995277
91.289331
5.993873
36.479208
0.020676
0.712201
3.059305
0.066705
0.173082
