FLINK
1.058302
217.660999
1511.261459
38.652988
26.424701
3.210327
22.618314
223.597259
13.928987
19.940208
22.637187
627.885375
0.819314
66.836103
7.751280
1.928892
0.554031
638.551451
12.102104
14.611546
0.081150
1.662991
141.145546
25.109728
997.130391
15.609267
93.793965
2097.348336
0.885229
0.027668
18.160044
1502.701893
29.167631
283.326204
948.587742
0.907650
64.848420
0.018709
0.004324
0.100731
0.006334
5.038155
22.633475
0.039361
0.021157
195.455950
1431.062182
4.015011
173.282754
1655.771925
2.269859
85.197891
25.207832
1256.609154
30.602352
533.567485
3.294123
41.830506
21.913563
177.598769
0.027063
750.272418
0.231570
0.067141
146.516959
985.900628
0.004814
7.126866
151.994791
1874.270712
988.217371
0.093775
0.013373
1.079178
103.004103
1050.004581
53.450489
51.675900
0.501022
157.811283
640.442610
1829.537964
90.859500
64.190821
973.302982
0.715022
82.743826
0.027664
55.968186
71.101983
0.783649
818.176987
188.978208
0.310899
13.927265
45.619737
169.355532
1538.246233
7.056747
2.970280
0.003987
0.075331
13.036400
0.026304
169.695996
174.670405
357.248543
0.178023
0.156714
20.873430
1934.050235
58.038084
110.678809
8.689773
0.960970
0.654658
1.825957
9.916773
1.958595
989.581495
0.966153
0.012216
0.107007
7.073795
14.021413
2.339506
1.943798
1905.121807
0.410914
1.152540
791.484306
39.712600
6.967120
345.318058
95.545305
996.086855
2064.495294
1184.521853
112.855007
186.552096
0.089538
637.409350
4.485104
1511.826117
31.943868
1508.385472
2.075035
0.012300
6.342312
1111.413039
48.499246
0.358966
766.115394
35.258901
122.331069
0.769881
12.019067
35.259966
100.797361
318.369718
38.042424
0.774329
0.022575
23.954739
181.314150
100.576020
0.074080
584.353992
0.051567
1.142541
1693.211003
12.500839
0.419660
1.926124
1.632509
155.882178
262.612108
0.129067
39.045887
1847.210336
497.500238
553.500413
633.675310
383.745695
0.030172
0.030946
28.690826
184.813354
87.320654
0.938785
163.861468
0.479601
0.106170
192.697212
319.569558
26.057653
3.569696
97.544165
0.011686
65.534416
981.338007
6.590598
217.799568
12.680996
11.011228
0.008223
1422.271855
3.926496
1647.862233
88.023929
172.617190
777.583260
0.007364
2268.262392
920.875578
1549.029626
0.709846
133.102140
0.154007
0.097228
640.446648
24.459269
10.054410
10.744888
337.197854
7.035637
71.486785
88.708392
434.034270
94.054480
694.558305
183.626125
0.191516
10.252683
902.830074
1.010363
4.569583
47.832867
113.488191
40.404012
673.384194
0.164143
20.372858
12.893575
26.042224
0.004428
0.034476
0.415911
6.946013
2.706759
1372.290266
27.072362
0.063934
33.835203
0.221324
142.981629
2332.905890
0.985587
160.807596
1.031795
273.830412
1.127486
72.272688
416.654942
2.037593
59.613347
493.914534
25.840493
0.005018
454.717630
4.027384
35.134978
28.124401
7.013419
15.752259
91.563559
329.320908
254.342742
310.394605
142.884780
38.340289
384.161315
112.876823
36.821334
9.886506
6.948285
1694.237114
1931.604334
164.124495
2.782670
342.084303
92.622193
17.142385
231.995023
45.222732
0.000425
0.011728
162.575413
0.001648
132.838961
1134.798614
621.954620
0.046741
1671.249933
14.271501
188.339385
214.679593
850.354422
50.410742
161.670327
1030.927292
102.425615
14.408014
0.111001
173.292810
0.307966
4.201816
1.829797
2.971430
0.035046
1744.337862
0.174672
4.842073
5.999042
13.942573
339.711912
5.853602
7.932574
0.269650
29.183524
109.800180
3.792456
38.840817
0.561732
2.718962
0.167083
167.961140
355.952893
678.603122
42.609209
128.324159
199.828931
345.712150
108.223357
0.777478
2.922646
28.377310
777.864971
4.686464
466.602825
1.180660
275.312090
235.771658
0.009624
0.476507
352.361032
584.658318
6.611732
35.193260
83.121030
4.166404
0.030163
1429.364463
0.049887
1.609402
116.701609
1105.820755
0.509170
0.007736
443.653522
0.719909
0.002644
124.627629
110.677676
184.952282
709.351808
3.551919
97.907423
86.465724
55.107971
14.301046
49.448333
153.890511
390.453472
