LUCENE
64.236854
110.475335
1220.836071
1215.914602
0.057167
1518.889256
0.004732
0.160769
1134.796641
1090.304646
10.525358
8.255706
2028.659859
0.071102
1297.971127
0.117409
0.520065
18.931866
6.574712
38.410015
963.061972
516.601368
0.026698
4.941972
0.567115
0.556708
0.501572
74.840800
990.571859
0.017440
1343.636914
921.562980
82.253177
1791.556641
0.022572
0.004211
0.026001
641.825189
0.859294
0.006742
0.684961
5.986252
16.371362
0.007605
0.001518
0.156570
0.053826
0.333617
3.079352
112.279704
1635.421040
26.652502
7.274837
0.003849
1.738220
2.841711
0.019222
0.258883
0.004258
0.051058
0.095699
1.964992
0.171237
0.711826
890.060387
0.043284
1.168081
6.448000
1370.591311
0.025574
1124.685799
1.281059
15.376519
202.968602
0.018289
2.863655
11.488122
316.851157
0.271124
562.913627
91.873773
3.733699
0.093564
0.015693
0.629328
1791.435630
873.679752
0.022852
0.206302
463.407633
124.001232
525.285136
0.970372
1.795635
1018.099788
0.009352
473.398140
1.620033
15.091154
0.884098
3.072470
336.735450
927.467567
0.328570
1.201808
3.179199
0.285806
0.015538
0.117535
0.006426
3.187619
640.011820
0.788289
88.597168
0.019990
0.012537
0.006488
11.059593
1.428188
0.020206
0.844647
0.005646
1.787414
0.216042
357.977476
104.566212
215.563241
410.931465
3.889381
502.999263
2.892111
13.763446
9.206665
865.798934
0.447721
0.967509
535.515400
566.025972
0.072330
49.222004
0.185158
988.309760
0.187438
765.275566
660.480427
0.028509
660.482300
59.892973
278.588722
8.565055
415.345693
4.151701
466.719510
0.008905
0.009511
0.061846
44.500998
672.249363
0.209790
1.369307
1825.628286
6.145606
12.887773
765.268966
2.008509
2.832205
36.321446
0.047239
10.768216
76.979903
0.265224
10.127654
0.004912
0.792570
256.160466
2.817170
0.878079
0.002182
618.697031
3.973286
0.155265
0.013300
0.225299
1.996038
0.047645
0.016778
0.002962
0.039798
635.806108
794.115154
0.985588
3.887074
2.192593
0.637892
50.328384
0.183033
22.741394
0.709909
192.161813
0.083853
3.727064
35.456558
140.745370
0.019038
0.011805
44.155949
0.005940
669.074389
