ARROW
0.011082
0.169808
2.696793
0.091210
54.153611
218.688810
3.971887
0.146364
14.036119
0.268013
31.030126
8.851877
0.476378
0.562831
0.863479
1.524978
0.041631
4.937915
3.821371
0.001092
0.194212
13.528375
97.575304
0.145548
16.428541
0.168974
59.887752
6.211029
0.152045
0.795472
85.866868
0.003776
1.015219
0.013825
0.983719
136.151012
179.777874
0.010590
4.092322
326.131099
0.011072
0.100399
292.146621
91.915282
0.069000
609.085814
0.475232
309.728579
308.312831
0.000735
106.372953
202.003064
0.035679
97.565796
4.851880
0.008789
0.026681
0.333236
338.140436
0.287310
20.211020
0.740516
808.851145
0.954247
0.056846
3.311950
1.097100
0.739614
0.149432
1.128047
152.775568
35.346376
0.020517
0.116674
524.052727
0.067232
0.477127
0.017722
64.461190
148.359417
0.003361
2.541270
0.008132
50.895418
125.546030
0.013333
0.182580
0.052952
0.014489
0.260028
0.302872
0.350239
126.900680
0.336355
0.166065
0.009125
432.770656
0.006929
323.475688
0.003989
294.400206
0.019725
2.352361
0.015693
0.462892
1.780376
0.060889
6.522203
0.006168
67.703772
0.376542
0.028802
0.003145
0.006119
26.095873
0.010674
29.123442
134.792582
0.548371
15.794881
0.082898
0.005416
15.277627
0.843120
1.820072
6.842377
2.067371
2.177671
3.167582
0.093416
186.117795
2.949863
0.111888
6.052209
3.827643
0.003587
0.144789
117.028718
0.001630
1.833948
1.131010
1.094857
3.612003
0.352755
0.064168
0.550908
3.743752
400.728838
0.500780
3.510390
8.085007
0.004169
2.726282
0.003534
0.003152
0.015022
2.076896
0.097736
0.018521
334.046238
25.304690
0.843869
0.652563
0.085017
27.094038
0.033283
0.739599
0.004667
0.026901
0.003742
446.436535
0.080322
4.145151
0.227612
1.157185
3.023288
8.219270
0.004609
11.775500
0.016082
5.984233
184.948490
0.076234
0.755225
0.132074
59.147215
0.056190
0.004146
0.056892
0.347647
0.919360
0.003733
0.004146
0.022503
0.035431
0.020274
0.545156
1.362798
0.103289
0.161188
11.241963
3.425348
0.105642
3.160778
5.585244
83.705771
6.895199
1.369275
8.504167
93.045128
16.890182
0.233306
0.714390
0.235255
0.024640
0.016689
7.392967
0.462108
0.782105
203.124748
82.246524
0.006268
6.431082
0.173252
138.563693
0.053177
154.570302
1.660250
0.442293
2.302129
0.005275
1.903484
14.889363
76.465904
43.193728
0.724886
0.725914
557.977258
0.409338
883.005069
5.985538
0.091300
0.956315
45.859716
0.010505
56.234810
3.919923
37.592861
16.791877
0.038725
7.858510
0.000819
0.257341
0.826392
9.980538
108.498271
1.075100
3.887707
0.811524
0.022119
34.727704
0.009876
0.117963
0.071008
39.064110
0.061277
163.349551
576.727276
0.011296
0.003441
0.013821
7.789299
4.583716
0.037885
553.479919
1.306621
122.234321
2.545870
0.074197
0.067346
0.131418
0.004346
123.764821
0.000878
3.775680
2.825159
7.739761
0.006515
263.292643
0.022811
