NIFI
0.119527
152.849642
0.042188
15.172171
42.177645
4.960852
0.012503
6.692547
2.468009
0.005026
3.410525
12.678302
51.231378
0.001143
42.157986
25.593272
0.001799
3.158369
1.776165
10.596216
0.003594
0.006304
5.816888
0.313378
0.007025
0.005875
525.951916
17.063761
125.709302
0.004279
39.310336
43.885698
0.001678
0.005182
0.001288
0.070962
4.181602
0.043606
1.041840
100.215509
0.004911
0.004618
0.702782
13.824966
2.107098
0.172412
1.113383
16.428079
127.412687
0.084955
0.006810
0.800137
6.479280
3.465814
0.108336
0.047375
184.917376
0.272180
1.433041
20.361599
4.238123
2.793072
837.173698
3.952008
0.002247
1.792719
0.123283
10.516099
3.016829
2.177162
0.270865
2.168848
188.814300
0.994832
0.727111
0.038356
0.006195
63.141478
0.004846
272.659945
451.982231
0.003735
4.996629
0.922644
1.462754
0.004218
48.773270
98.703625
16.135116
11.899971
144.575285
0.636687
0.008060
0.022274
68.944856
0.007148
1.753131
5.511187
0.098905
0.137507
0.126315
0.846168
0.020828
30.038385
0.249164
0.084856
0.103107
4.092736
0.000563
0.002628
0.097483
0.703500
0.160782
0.032432
0.051095
0.011797
7.716618
0.165709
0.044357
0.015404
5.868670
0.045103
20.277087
6.833433
0.008539
0.006623
14.175674
4.975153
0.000620
0.581539
0.755959
3.954959
0.219357
0.056151
0.013694
0.004262
0.018770
255.952186
10.928570
0.328991
0.000228
0.001716
715.575342
0.106416
4.195959
13.893826
1.291886
1.097568
3.725409
0.018186
0.093311
0.122583
5.482998
0.114319
0.110515
6.181323
0.582375
43.063859
35.943345
0.055624
249.688683
0.567459
54.118523
0.004028
0.123372
0.975737
11.877588
0.498602
1.282688
2.343867
13.986406
7.093535
16.325816
9.969563
1.995761
1.658703
0.887365
0.030311
0.000924
0.390760
2.765913
0.829958
0.005495
23.035236
2.331908
7.538699
0.511388
0.058444
39.119114
0.003705
0.083752
0.007951
16.860581
0.035740
0.143876
1.013540
10.306275
0.185932
6.579550
305.430842
0.791143
3.800373
0.075622
0.212015
1.024156
0.010204
0.011785
0.082238
80.884893
0.773645
0.043306
0.004126
0.897839
978.157333
0.588635
0.101691
51.222593
4.061487
0.006268
353.379847
0.852945
