GUACAMOLE
0.377298
4.695734
0.076148
0.043045
0.122763
0.132875
0.201262
0.179738
2.569810
112.559348
0.068414
0.034585
0.052020
74.618296
97.851653
0.528085
0.008737
0.003742
0.205215
0.674275
0.005410
0.056420
35.263939
0.138880
0.082072
0.020267
42.213521
282.428380
0.001886
0.014680
0.227363
0.007346
0.002036
0.002052
9.966366
0.147081
2.126469
104.802375
6.178895
0.026817
0.062684
0.001176
0.098712
0.786616
10.669182
0.045925
0.003828
0.001715
0.028538
0.296493
11.340936
0.372403
0.515506
0.050577
0.052298
0.714809
3.403353
0.278397
0.312301
0.026125
0.763921
0.022786
0.167378
0.019030
0.562639
0.026286
3.225329
0.001318
0.004595
0.069069
3.332901
0.021640
221.027709
0.640902
13.574697
0.007391
155.309561
82.642798
0.181825
0.004810
0.000503
0.030633
0.017761
11.849409
36.372450
0.041234
0.451586
0.137137
0.073861
0.278345
0.003589
0.012475
0.073696
0.120959
0.158411
0.108750
9.816330
0.017929
0.578428
238.036243
25.399039
0.029777
0.251847
0.003026
141.543540
1.042847
8.033542
0.168798
0.000873
0.084350
0.552038
3.166548
110.076426
7.811884
0.107963
0.044520
0.002132
0.001287
0.027221
12.001218
0.039819
0.041750
0.178389
4.339994
0.001881
0.023715
0.245819
0.009125
67.124747
0.015511
0.832400
1.540515
0.389213
0.175184
0.264170
8.236067
6.106293
0.074020
0.048294
188.826658
0.018092
0.658283
0.008036
11.833007
0.014586
87.768659
0.026874
0.293802
0.004334
0.016678
18.707197
0.313302
28.906402
0.256887
0.024765
158.473003
0.180433
129.988411
0.295743
0.223765
0.004480
3.596964
0.002127
0.007217
0.164019
0.007187
0.016084
57.494158
0.388185
334.845206
5.438941
0.010947
0.007330
0.354356
0.227767
0.007712
1.440273
0.049206
1.049233
0.002505
200.275472
3.476089
0.003915
0.014460
0.006991
0.014908
0.022678
0.000599
0.006290
0.067756
0.043329
0.117796
0.018391
0.186199
9.544661
153.854607
0.140845
0.059331
0.013890
0.395094
0.054656
0.005185
39.491375
5.437117
0.037298
1.839347
3.889853
6.327581
1.499233
