AMQ
57.133067
2.899563
280.531614
1253.939642
202.085645
24.285691
190.963582
3.916654
1411.501451
0.014302
7.728385
0.329142
0.688164
23.962940
0.540919
2.948918
81.618398
1416.318236
0.008595
1.003476
0.035014
0.004836
202.978116
9.363689
0.005324
16.939038
102.931606
23.913741
1.124786
0.163895
0.830926
0.061154
0.478351
0.010237
83.079143
273.224361
259.539728
70.567404
903.184057
47.960857
0.011595
0.165667
287.796152
30.893491
162.218781
0.358086
0.027794
11.068669
0.602878
5.408565
5.002338
1.252594
0.042512
345.181420
9.992122
0.914318
4.671637
84.683194
5.134092
18.917529
0.005675
0.038077
0.004354
3.316023
54.158768
1199.134017
0.239367
7.677589
491.841618
0.010654
103.748961
5.209453
4.947825
9.227907
0.016892
1.788063
363.381783
11.299955
0.760373
174.765718
0.231401
0.002243
0.012589
104.593580
69.992317
235.089842
147.265848
398.764005
0.030289
50.058883
113.162041
2.873749
0.234410
100.971491
505.662128
36.021768
138.024819
60.393226
25.890302
0.012552
198.752586
271.294351
42.045273
1.130904
23.961944
2.122804
0.028096
0.025862
119.501439
0.022570
1.347990
1098.248938
3.026315
41.243650
314.087953
0.048343
22.798584
2.985561
197.790705
1046.581215
0.839910
143.459838
53.089446
0.004302
1440.443534
0.033624
0.185475
0.017781
0.017476
1.119340
0.691130
0.008369
0.009069
584.103009
106.649279
1.105987
123.517293
157.868500
3.461703
219.254822
1.243620
0.707336
0.586339
0.256200
2.228763
0.215069
45.775372
214.316903
165.080729
7.620773
4.027266
46.833919
32.641379
848.047233
2.460116
1.280941
120.783580
0.175280
0.078383
13.251725
0.016739
2.062239
63.791449
234.383349
0.014900
0.005044
5.091830
7.261904
0.011566
4.907216
110.419665
159.606885
7.661667
123.187402
326.822855
19.085948
30.459916
249.767943
0.160126
0.067040
224.349656
89.671030
2.885020
0.002987
90.015725
0.158268
1.022322
0.108905
0.524891
0.875861
898.501044
14.819791
1.491408
4.114307
0.079760
70.563162
0.004315
11.728036
0.823512
10.749554
26.719485
10.830261
271.878247
15.319781
105.707589
233.162439
553.467846
6.961860
12.386780
1377.132097
0.010471
117.682111
19.342640
126.109530
0.004503
42.306918
0.006912
0.368901
152.274336
0.004370
0.002036
1.009811
30.585744
70.647216
0.804446
62.099327
27.008535
66.762224
0.015204
884.326303
0.322699
0.103253
97.068129
22.985565
5.907269
1.318989
14.149638
2.140182
82.906751
28.425368
0.056886
