CAMEL
0.086984
0.394679
25.901929
311.907160
0.837122
4.714772
0.035545
4.878495
5.885059
0.011985
0.027893
44.261749
8.131893
0.033471
1.678743
0.121185
1.345816
0.154320
0.060827
0.019291
0.010109
0.168828
4.777537
0.142507
0.165615
4.720646
0.171617
0.008753
0.288092
8.851982
1.714705
0.573533
0.629781
2.798788
0.246209
1.122988
33.840638
0.026128
0.007581
0.011430
389.919898
0.022358
16.924359
0.004046
1.390145
3.765880
0.021122
3.725777
0.039392
0.926058
15.916782
3.038199
0.645599
0.608892
0.898659
0.062649
150.078252
1.770535
0.005536
10.608681
0.179273
0.043891
0.045693
0.011652
3.657302
39.207744
0.158666
0.232267
86.049991
0.002886
1.010282
0.001652
1.032165
0.010817
2.202877
0.268050
0.069447
8.051602
0.547055
0.013793
0.007080
0.008766
6.067507
0.058235
0.086980
1.033109
0.160963
35.946258
0.036726
0.957030
129.957255
0.002429
3.847810
1.417692
0.480324
0.654992
0.200597
0.726986
0.101902
1.969750
1.801986
0.964897
0.684515
0.993461
0.908192
0.994908
0.062507
878.042796
0.007585
0.005582
1.923482
2.475498
0.005021
0.061228
1.316542
0.050785
0.002410
0.001637
0.129653
2.899804
0.026522
9.016345
0.377764
0.756485
0.000403
1.602087
0.003989
0.006387
2.839036
0.388742
1.088607
2.767057
3.672517
3.894801
0.366704
12.062187
2.846503
71.014100
82.858256
0.036928
4.210920
0.829743
2.055536
42.046879
0.135394
110.711437
16.381001
0.265470
0.174252
0.086479
2.669885
2.494561
0.034656
0.024132
0.020951
0.064602
0.002603
4.806888
0.439878
2.899362
0.479654
33.332677
2.536326
0.762323
81.083377
0.064357
13.991000
0.585998
0.028212
6.612353
0.261704
0.004814
173.184900
0.374785
1.133125
0.197729
0.381099
0.079456
4.213879
0.010961
28.882151
0.193754
57.802540
2.751568
0.286212
0.135479
3.259121
27.865515
5.435003
0.131686
0.679267
0.038594
0.017958
0.037435
26.899679
15.160158
0.446025
5.653101
0.522022
0.723465
0.001509
0.010666
0.555728
0.001577
2.978956
2.619173
0.001120
0.011759
0.930418
0.003100
0.650638
1.145937
8.060225
0.003402
17.801086
0.863310
2.771017
0.205312
0.464404
0.152245
0.033699
0.015673
0.070538
0.626549
6.339714
0.061795
19.422549
0.078788
0.158088
0.695412
0.192678
0.303508
0.039519
17.378364
6.517601
176.782676
5.711261
0.092923
0.011906
36.926554
0.048741
16.813125
10.933493
47.228496
0.010007
40.998608
0.384120
18.112385
0.623499
0.032940
0.016331
4.714079
0.244725
0.159218
1.081388
1.275301
0.206185
1.540731
0.008291
0.034414
2.043226
0.010314
0.346114
0.015187
0.004024
1.711180
3.780603
2.886667
0.402608
0.462932
0.006275
0.900262
1.007552
0.674920
3.198859
0.860155
7.422913
0.003457
3.057218
0.043850
1.287802
0.186259
12.641277
5.962153
2.232900
0.054576
0.070385
10.142680
1.195616
0.031719
4.076941
0.113298
0.018378
0.201958
0.001631
0.294905
0.173863
0.801941
159.233517
0.001703
0.069413
0.822760
244.810501
58.794482
0.006318
0.155932
0.008059
0.359061
0.004483
0.005034
2.903814
483.108946
253.044844
0.023844
0.517647
1.864020
0.003028
6.020399
11.988426
0.069805
1.539845
1.436241
0.633568
0.006071
0.075106
1.729809
1.473601
1.074911
0.582478
0.003462
6.189565
1.777312
1.898483
37.777126
3.087514
2.580352
54.809947
0.860839
0.236987
1.651708
8.721889
0.078767
0.006303
0.227162
0.020385
0.011717
0.033609
0.101963
0.701340
0.034983
2.796588
0.001451
1.289544
1.260335
0.067657
150.000592
0.006263
194.223265
0.018753
0.800938
1.644169
0.639235
0.467894
0.178579
0.748273
0.753432
4.084587
0.021065
0.050560
85.552477
0.026414
0.153213
0.267181
0.137741
0.033345
0.288140
185.246902
77.648829
0.005380
0.898719
0.094793
0.004909
0.883418
0.013715
649.184620
7.652218
2.403298
0.265226
2.760206
2.733999
0.045184
3.715209
3.331476
8.042296
0.795943
7.612372
0.168904
0.535594
0.480310
58.834192
48.747768
0.006018
0.908515
299.815713
0.015339
1.797165
0.647013
0.053672
169.063572
0.001267
12.396265
0.008434
0.042684
0.010534
160.174663
0.098747
22.813354
0.064957
0.081277
0.308292
0.509589
0.826553
0.019370
8.638613
55.172820
0.998070
0.019548
0.069489
0.381660
0.001907
0.826109
66.872143
0.039706
17.279138
0.072810
1.256358
47.657476
0.953198
0.497756
0.006202
18.265750
0.195303
0.028896
3.949461
0.116531
0.012596
0.080792
11.818877
0.003205
0.006603
0.005843
169.122883
5.908610
132.480116
0.946394
1.925172
0.678181
53.157759
0.818174
0.894735
2.327101
0.007294
0.020545
1.653814
0.223327
74.402299
0.669012
824.811022
5.726477
0.595989
2.836583
0.063505
134.704621
71.192665
1.222036
0.624343
686.848014
425.361777
1.951037
4.961380
218.028395
0.023911
0.930954
3.102607
0.009647
10.340690
0.612533
0.004806
0.185994
0.137482
0.020149
2.453028
0.134962
16.151802
0.003760
0.052186
0.257327
0.038461
0.223628
0.045955
11.348315
0.013114
0.007536
0.135910
0.053639
4.680293
0.903337
0.723622
0.364284
0.652002
1.210816
0.297567
0.006401
0.004513
55.255052
0.044008
0.059014
0.052704
0.008133
0.217508
0.122097
0.023985
2.205354
0.389124
2.836106
0.403071
0.469646
0.494724
0.413556
0.004057
0.009834
4.888107
0.064896
0.098586
45.733996
8.929132
23.580291
1.246930
0.002374
0.641141
0.501184
0.350594
0.005244
0.003041
0.955825
0.938406
2.258978
1.258051
203.287495
678.885458
0.011818
0.042232
0.024173
0.102353
18.016711
0.021484
0.120385
136.446939
0.391962
0.512425
0.005627
0.104059
0.629464
7.161089
16.226622
0.516487
0.006831
0.004670
0.020305
0.023702
42.755816
0.761985
0.001334
0.657454
41.880609
2.758454
0.355641
0.561223
224.679512
0.232132
0.017235
4.037689
116.225262
0.258917
2.894309
0.004873
0.648326
0.016955
453.779309
0.023842
0.004446
0.758985
0.416847
0.063586
0.009043
1.877652
0.048521
0.904455
0.031826
0.011859
33.947413
2.679516
2.626359
2.900182
0.139985
0.031862
0.294074
19.853968
1.722360
0.003466
1.185395
0.109310
0.072803
0.005208
1.850130
361.943156
1.208864
0.012265
1.946462
0.076723
0.173301
682.815742
1.036410
2.805350
0.104330
0.462274
60.250031
0.020724
0.097773
213.735320
0.010945
0.127722
0.022214
0.583708
5.962687
0.694630
0.060933
97.794275
0.009944
74.653657
23.646279
0.065453
13.171883
21.022004
0.438538
0.191617
0.026277
36.904558
72.685389
3.945179
0.055025
4.027854
7.802509
0.379742
0.003358
0.174209
0.362648
0.299690
0.020009
1.671070
0.484157
0.182136
0.021266
0.123851
0.046718
104.049822
0.009712
0.001098
0.001460
1.593853
11.023606
0.004583
0.246949
7.093889
24.237235
0.789875
1.463607
0.686784
2.355015
0.239170
0.022150
0.144982
0.002238
0.122066
0.291438
0.001506
0.414179
0.287052
0.333441
0.015400
5.175441
0.406328
0.088985
0.043555
16.557449
0.000745
1.196495
0.120464
5.011271
0.025074
0.015467
0.001043
0.793918
0.941203
46.917680
1.335861
3.662647
1.144859
0.005448
2.001648
0.732381
0.059491
0.352232
97.807492
0.392617
0.578607
0.759922
0.008155
0.083527
0.365297
0.096344
0.032831
681.658525
0.025653
0.003781
0.009618
113.530969
3.151300
0.714061
0.008463
0.927813
0.049547
0.016129
0.093915
0.766109
0.435370
0.031590
2.821135
0.572246
0.242636
0.147312
0.001641
6.608163
0.471610
166.986762
1.729438
0.002768
0.142818
2.678825
1.760430
1.412212
16.854686
1.870144
1.639529
1.793556
2.030423
0.595130
0.399015
0.131226
0.796131
0.027903
0.192450
59.004179
0.334968
1.470417
0.018403
0.048552
0.002716
0.002087
0.067192
0.595347
0.020938
0.349431
0.740119
0.176179
0.003417
0.006222
0.021881
1.312296
0.033579
0.430089
3.188084
0.009330
6.869425
8.519233
0.461527
0.242139
0.509679
2.743727
2.858425
0.954937
3.663739
0.492992
0.014769
3.530258
0.032050
34.928704
155.551278
0.055842
0.006249
1.171008
2.741397
0.019840
0.331350
0.878132
0.031647
0.434642
