HDDS
28.291773
1.495190
72.252397
14.463194
15.104098
0.186655
2.890737
104.022004
3.369797
0.010097
5.170111
40.637797
0.071490
4.675633
160.595269
297.415601
0.077432
5.006259
0.123162
5.523050
0.090126
3.094460
5.971820
0.166122
2.522778
228.943389
3.985317
3.225495
23.538131
69.586464
78.893038
14.007053
22.364634
0.305122
47.748307
36.860030
0.125098
0.003317
1.630826
0.006126
35.735225
15.439132
0.063976
56.496277
0.085767
0.005512
28.267480
0.028544
0.034034
1153.036962
2.807487
0.009431
0.224668
0.003998
0.275896
145.761141
3.260332
0.291686
0.033616
30.874311
0.004699
0.112139
6.586187
0.069165
0.001915
14.892480
0.005434
0.004413
2.120674
0.321001
11.664572
0.619107
0.950609
0.004193
0.128471
49.702235
3.105805
0.801502
1.444780
227.470503
0.114745
6.038775
0.083246
0.001402
0.028238
53.731812
0.589250
0.196469
2.574674
0.207603
203.244850
0.145633
0.587747
0.061310
353.893466
4.403806
0.775407
0.013911
0.144814
594.236849
26.184599
1.899579
0.862579
34.161741
34.997387
0.004166
0.451098
6.555366
0.054004
15.243759
0.695840
0.694125
2.760635
6.508061
0.013482
5.404205
729.786974
69.296191
140.810413
16.397386
342.291494
7.218255
0.001748
0.695544
39.795456
105.345701
2.919791
6.443539
0.108253
10.589665
0.005784
33.776131
5.969115
28.965937
1.073147
0.872864
96.086200
0.006835
5.104651
96.528609
3.892384
0.041691
1.048095
22.655716
0.136881
11.348114
10.791118
86.892336
1.074637
0.185213
0.344922
19.410520
11.794283
7.939136
0.598183
5.617135
88.930561
0.333833
21.210617
6.750824
925.161824
5.554394
6.068518
440.195854
10.851880
0.067658
0.120019
438.740844
45.770460
46.732934
62.368776
0.763366
69.618076
648.955448
7.463470
0.256266
1246.035350
0.059891
0.005325
0.467996
3.511093
14.036527
26.878898
0.003804
0.016343
0.082622
82.935484
0.201854
3.912135
109.279290
0.102038
13.796328
20.109314
15.268680
