SPARK
0.005412
0.734429
4.203957
0.051390
0.502621
0.032911
0.119584
977.993412
72.462895
0.006238
2.880471
0.025936
0.056424
22.760445
32.551684
20.768989
0.971391
0.001652
4.245284
2.767540
0.590312
0.009436
307.789627
279.479721
0.835786
4.692048
8.367715
5.219827
1.643993
1.949960
180.433904
0.050290
1.288448
41.028113
0.012908
15.833033
0.066391
10.991726
55.026715
136.156394
44.359149
1.459285
6.953560
0.637333
118.325465
23.232446
0.000187
5.505675
0.016993
4.690214
0.020468
0.003620
0.083648
0.016476
0.003108
0.070142
0.092959
0.078635
5.166755
0.010970
0.016925
34.767563
0.134775
0.138668
0.019399
1.246693
2.149209
0.686724
12.720227
0.014799
0.015009
0.350508
0.006961
1.196057
0.035008
7.758928
1.846571
2.204916
0.359614
1.773052
7.706328
0.011921
334.151353
3.311506
8.804486
0.014743
0.054781
0.796001
0.785840
66.749760
2.869518
2.134826
0.107432
105.804131
0.753000
0.159342
0.887199
126.839103
25.262220
0.005052
0.228533
2.950096
3.564915
1.034674
178.217908
0.295536
1.792518
0.932068
3.315490
0.070173
0.020319
65.369472
28.994374
0.184463
0.004642
0.829320
0.155683
528.765159
14.540687
0.027840
0.015089
0.721048
1.073451
19.806897
0.137100
14.291622
0.176712
0.653856
0.078206
0.918119
2.813509
5.217322
0.079675
0.391030
1.255129
59.093084
1.550672
0.003643
5.726264
0.015583
37.937577
67.906722
0.327036
0.001080
0.869977
2.271782
1.625720
0.001969
0.349595
7.046856
0.032874
3.707927
15.079823
2.800945
40.215173
0.966751
2.132387
0.666207
0.005664
13.000251
243.253145
2.168158
4.644530
0.090168
0.179914
0.041462
208.140663
6.816650
0.050618
0.700093
27.522487
73.317745
0.510709
19.875301
0.004267
0.000453
0.602631
22.909164
1.728269
0.692182
0.930661
0.058255
6.439678
3.845294
39.017009
0.011546
3.467940
0.464360
0.472306
1.635605
0.004405
0.007065
0.010834
4.717794
0.973935
44.195492
4.851651
0.366101
0.053764
0.323761
0.019654
0.392706
0.004593
4.820510
5.027925
43.075622
0.975254
0.125124
0.354570
19.813994
50.224914
0.582249
0.006359
