KAFKA
1.814473
0.020491
125.061020
5.189574
2.693241
0.139461
71.948547
14.554951
0.455746
4.868974
2.622389
0.010295
0.729255
76.441507
191.230909
28.766558
39.474171
50.790436
0.262340
153.343081
75.808488
0.003786
0.443060
0.903088
0.264724
27.257838
0.065411
7.018182
6.031223
0.980335
20.220881
1.745516
9.847423
4.280341
54.330982
55.530138
0.250694
4.433149
0.113796
17.044878
0.032379
38.442977
86.546153
0.346560
21.128122
5.218757
4.182123
0.004311
1.150548
0.016045
12.993440
0.133767
0.105447
0.774899
2.169790
28.081354
0.005609
0.005502
412.125209
0.799785
1.384715
11.473851
5.912244
70.998454
612.635317
0.397683
0.009057
441.008794
62.492446
4.918401
218.914395
2372.465674
0.060826
5.467530
33.164827
38.740655
0.045453
0.031302
30.867669
10.572540
13.679748
0.353515
327.359406
1.067117
6.178154
947.908107
0.097003
18.614856
0.261114
117.724024
2.649535
0.010360
0.725148
1.427143
0.176519
0.009609
0.001702
0.066056
0.570992
15.889246
1.149771
2.257854
1760.288490
8.731285
0.675059
118.618545
1.886706
1.111978
186.115845
0.320031
3.647283
0.122271
0.524604
40.151589
0.566791
20.531904
37.054179
52.153327
0.751507
0.227840
0.003732
0.006802
260.949111
5.136298
1.011618
0.243756
202.763210
8.834140
0.032923
0.489534
0.991671
5.412446
0.647736
1.726294
66.805196
0.218900
101.151138
0.004205
0.003977
1501.369475
8.712290
10.354063
0.114701
6.000240
0.551901
0.280461
41.577536
2.996050
64.335584
63.407348
2.212120
1.276473
0.133398
41.214496
0.273133
0.159799
31.838946
8.589688
0.007740
12.001183
66.818431
0.447506
0.942867
1.193965
0.969962
0.651201
1119.093306
4.490130
10.035750
3.975494
5.226327
1811.090561
0.021590
3.179325
1004.321072
1.672166
0.011892
0.579087
0.005215
2.126869
0.342049
0.033134
0.051064
41.476406
44.562221
3.895492
0.006944
131.755546
1.105977
0.015432
0.072816
0.006748
0.017697
4.868269
0.270292
16.961591
0.862713
0.011013
0.012978
0.004685
0.127075
321.687298
0.007998
1.923392
0.475809
0.047903
0.838625
0.050621
44.450186
0.880967
102.090547
54.361500
3.818700
0.029773
0.032876
0.035558
1.084184
78.574246
44.908458
13.989030
0.145620
1.678191
0.537996
0.173042
0.067129
10.881058
0.464439
0.907818
4.586581
0.039562
198.800937
75.765212
0.012470
0.005441
6.488122
0.087070
71.258791
0.011930
473.343811
0.010638
0.003835
5.187544
35.025500
419.995540
0.745769
19.850031
0.113757
5.015853
0.000981
475.318159
3.575438
7.294606
10.627419
1.848955
0.065103
0.011250
39.085592
2.226456
1.989217
5.956418
1.081656
1.267111
419.995463
5.686893
0.123522
17.492748
1.952096
3.001754
0.031116
8.710436
18.161862
5.532938
0.048374
77.772564
361.834522
0.084967
55.313336
0.010289
136.007999
0.035725
6.889629
80.949062
0.356200
27.609733
0.029680
0.199435
0.004145
0.631144
1056.507763
12.888999
0.005746
39.084650
0.004179
0.522606
0.003487
0.006332
0.015807
2.908831
26.723052
0.003889
0.800033
0.905063
0.968713
0.581778
19.332642
0.034466
0.758192
0.023472
0.036729
4.226059
574.150790
33.525809
3.082673
0.005538
106.953666
0.196561
0.001874
1.891224
0.059463
17.998076
0.007058
11.545376
8.291751
81.245025
15.813043
9.280846
0.840352
0.066745
106.572495
0.005743
0.717275
3.753997
0.459688
0.010508
6.369937
0.046963
0.092761
11.621618
70.080495
0.003962
0.008289
1.511480
678.166491
103.953157
32.153805
0.283983
0.038938
0.831619
20.925504
102.065551
2.782040
1.140801
8.762899
24.786923
23.300760
60.874469
1.587280
0.226921
0.178833
91.757988
0.170595
0.662023
0.003341
0.001202
0.004889
5.231431
0.198971
4.617780
6.812997
0.026272
886.940291
5.623266
0.005459
0.003758
0.194693
0.005859
0.000298
1414.379412
21.781088
0.002203
1.022987
2.300337
0.044624
11.221590
0.045651
0.524710
12.884411
0.097847
0.914618
35.318059
26.701023
1.216238
0.134758
2.130703
0.001189
0.556909
2.882334
0.041650
42.954598
0.006738
8.013415
28.959459
0.813852
0.006788
0.020349
0.004095
0.260397
0.005078
6.245184
0.751003
0.007119
7.862055
1198.769782
17.926583
0.110818
0.026061
0.290286
0.004596
0.002947
0.029253
1.888199
22.224146
0.000252
14.240919
0.918430
1.819888
0.168530
80.063933
50.196642
0.204410
49.998179
0.808344
195.514390
283.668112
0.004228
0.122803
0.033566
91.998996
4.647247
19.498961
670.676652
16.759573
0.287010
84.931419
30.661256
117.949473
0.037918
517.250697
1.986365
2.983088
7.916158
60.744317
0.018896
9.743022
0.013088
5.929564
0.012100
1.061963
1.032255
4.245095
28.136585
0.016822
269.023564
0.036519
4.220392
0.225520
67.645176
39.084152
0.928376
1.050705
0.979160
46.001797
0.042399
0.018738
0.007519
102.261128
0.005994
0.428755
0.007297
0.030827
181.681499
0.006758
0.830776
0.787853
5.070320
52.089029
0.005675
0.003830
0.004556
0.013835
0.063618
57.447024
12.944999
0.673478
8.184348
0.667277
9.904267
0.006576
0.004011
0.801291
0.266721
12.738407
2.912908
0.074179
48.825846
28.642469
0.167992
401.796088
0.056193
1.689484
33.228398
8.074845
6.482450
60.120704
0.026673
0.846501
921.407406
0.044203
5.191138
388.923536
127.702986
10.984106
104.964563
0.000624
1.827504
3.958172
0.014271
1030.622347
0.143128
1.051590
97.851764
0.483576
114.207347
167.098735
2.795669
4.174875
4.416272
10.091580
0.868200
0.031161
3.279288
13.084534
0.658120
0.301051
0.026283
1.284029
56.509422
13.619375
9.882099
46.286372
0.905886
4.047362
697.961185
0.161624
14.994151
0.033811
3.195986
0.101149
53.599143
10.503639
0.466074
1.456077
1.899695
0.005070
21.942785
1125.183109
0.717373
2.824527
0.115786
1236.163473
0.878506
7.172248
5.077861
0.070253
0.208507
0.471406
3.110394
26.856323
0.038495
0.024296
0.029056
8.616108
1.686414
9.210410
6.519086
34.291697
0.004907
0.080431
0.006233
0.942005
5.710447
10.361993
4.053966
186.931596
72.953064
1.752384
0.122976
0.409223
1.064416
0.004483
3.028910
7.165408
1.024497
819.502601
0.085089
26.329569
0.005823
51.514778
299.024774
60.924083
8.905600
825.467115
0.092562
0.003168
0.754335
53.630508
104.807647
