MESOS
1.927229
27.050924
0.031387
1.303718
0.002553
17.562660
0.175048
101.134984
4.043569
3.732004
0.003605
8.354672
1.178494
0.001958
5.729272
0.011778
0.001718
292.914875
8.813474
18.930324
5.505444
7.386263
3.645838
4.447804
0.527420
0.002507
0.001001
458.620897
65.923543
248.545912
15.199867
11.162176
1.247940
2.997720
0.007086
3.162928
316.998303
243.120320
79.051744
1189.656719
920.815921
1.929165
0.402597
4.726339
0.036658
0.020959
6.057860
133.942949
0.014165
2.653701
150.026680
0.208801
0.016932
0.956930
4.784357
0.055638
13.052456
58.941787
106.328687
0.177777
200.303804
15.181063
0.210826
140.862931
1.093180
25.689979
96.053795
483.261511
0.000990
0.149161
152.760847
0.005479
0.029463
3.410535
485.250267
0.271936
30.681267
0.519568
0.141433
7.912604
58.008270
0.102346
488.451750
47.566774
257.331033
3.827222
0.004847
3.480436
129.517343
0.025164
41.445947
0.013745
2.981980
40.496515
361.111197
0.221167
0.451694
0.018382
32.939229
938.167266
1.038365
13.587643
0.179748
0.029886
3.908147
1.823099
0.006379
4.005763
37.631837
12.837427
254.115087
0.004731
0.472793
270.784611
5.017597
7.177551
7.026091
0.046409
0.893751
0.025390
28.097484
8.803755
51.097468
0.019810
0.005929
21.247304
0.080946
0.029830
484.894216
5.771117
234.822747
7.131348
93.919406
0.149053
21.064330
0.415769
0.413155
3.940185
447.100133
134.148032
19.964259
50.225525
37.859759
1.309320
9.236007
1.801409
3.367091
20.883184
0.004842
1.628991
1.156811
0.739639
71.480034
12.606934
0.012009
504.903637
5.850690
0.212528
153.642506
129.258804
12.905581
0.023768
0.066909
0.991462
1.278724
0.001035
859.810873
0.020436
0.189436
1142.101988
0.488693
77.403566
0.093581
76.858421
1.385510
335.048446
25.370723
0.731541
4.072441
574.565936
3.972769
146.385428
258.228616
271.652649
372.957934
0.997142
44.325816
16.307184
219.207239
206.000139
6.608976
38.903196
12.802372
7.221819
206.127440
5.178576
0.720539
0.005311
1.816686
7.086146
111.921067
0.220629
134.093841
479.662114
15.076699
0.015849
13.229698
0.650503
24.272541
0.080951
0.036934
2.772906
0.050552
0.600000
3.851260
688.774893
0.021880
4.953821
14.097603
0.149315
189.165649
0.050125
6.425598
10.306834
283.158745
194.760759
96.052842
0.017526
135.378120
0.182319
91.415513
19.023191
5.081470
0.748954
0.064663
0.718873
0.007230
1002.074079
146.960186
13.171264
167.023780
210.944402
316.969704
32.893001
0.255186
5.410325
10.183325
1.351021
47.149798
0.635977
447.835512
1.123421
3.739675
0.001831
24.053443
50.236105
44.710948
0.130636
614.317388
7.119004
0.008835
0.163679
1.115396
3.731979
0.010470
3.174707
14.028888
18.164169
230.259187
0.022675
34.065369
0.251744
0.025556
0.763571
228.058485
1.027627
17.801442
503.300352
0.238999
709.265116
476.792045
12.644889
0.015350
0.001790
0.032431
0.103294
79.708004
327.033409
5.168364
8.858961
81.142941
0.034330
61.963401
5.074601
97.876521
202.299588
0.038550
1036.349366
70.736062
88.765717
120.288875
0.166140
0.993454
0.973875
308.635699
6.866846
231.517583
8.937886
0.867260
27.030839
0.053805
0.266111
0.250132
1.981924
530.427034
0.025445
18.122918
0.397234
0.005244
224.784044
0.003082
8.798882
5.972783
262.028328
118.161884
5.010130
0.113733
136.020946
0.728227
514.311714
2.944517
1.094491
0.000969
0.132227
8.036901
0.005839
11.699417
29.926926
0.293408
0.005117
11.890899
0.154959
54.189173
3.441786
316.973330
26.780631
0.040237
0.015688
307.737736
0.041248
1.155646
0.351125
101.309541
0.082395
799.917990
61.934145
2.980447
25.953737
595.829434
0.042043
2.975488
0.005865
0.002967
3.009403
7.297844
0.009177
90.121450
0.856929
397.894690
0.034019
595.831830
0.561563
0.187060
751.932357
189.174698
49.397817
2.095469
0.037115
0.021771
18.077700
0.981111
0.007296
0.083594
0.041466
29.836672
417.546819
31.694103
0.006318
22.646995
0.300518
595.830517
10.381706
73.763929
1.098420
0.788943
1004.278890
0.760257
0.777735
77.269893
0.000794
0.063836
15.950317
0.328927
0.005340
1.356399
2.409545
650.471965
12.241180
0.038173
293.319855
264.120814
140.865226
20.968800
2.107880
48.218445
164.712112
101.134736
0.021563
0.476498
0.039604
14.869647
666.075117
0.006329
0.004697
0.001803
155.869204
19.448505
