QPID
48.777619
0.113614
26.030729
8.922173
3.017095
0.005307
1.193350
0.101968
1.921948
3.921385
1.067016
1.137309
0.051653
0.188299
47.856049
0.804393
852.472546
326.360907
15.014910
37.168372
13.885437
0.009428
259.984274
352.130468
0.078806
14.027776
5.104672
318.778521
0.795272
138.918350
8.047189
20.911261
0.008463
0.891445
0.013643
0.030870
37.660738
0.151037
2.252074
0.951950
6.359156
6.952052
24.063985
388.304642
0.848876
119.046904
8.530096
0.008504
0.221113
5.905406
1.749531
3.716618
0.092285
5.296214
0.466177
29.040235
0.026953
4.117023
0.014598
512.154609
6.791523
15.080273
852.481681
0.105227
9.016279
3.362435
4.212483
852.487651
0.515037
109.277528
852.478422
1.048032
17.997756
84.635308
0.036856
0.567661
13.020347
425.949002
6.075817
14.601061
0.004712
3.517973
1.031619
0.004299
0.852081
0.470650
2.055171
92.315478
0.014281
6.158146
0.010319
0.876824
0.649406
207.821719
2.010059
0.010048
5.656011
0.113404
7.866864
0.056672
5.685593
0.028145
0.743049
0.005465
12.677269
2.756445
2.956334
45.042430
42.895780
2.991291
51.329095
5.178736
4.026370
7.814525
236.996313
0.548344
31.844949
2.359005
0.809506
0.026288
7.894489
0.007195
313.914790
0.003473
852.454274
414.851058
144.946354
4.742685
13.022720
10.203953
96.669148
7.828180
0.037071
125.855208
0.080406
43.891813
196.153604
26.929487
0.028510
2.022413
843.256631
3.563178
20.919935
135.290479
852.462751
269.112728
3.953105
69.882755
18.710787
0.003698
0.029059
144.837862
1.341168
10.734625
0.044402
17.346611
62.999898
3.240775
0.036648
0.797113
7.817479
35.083023
9.127939
2.819353
0.034578
25.380482
75.851109
2.797616
1.961072
0.047328
4.928023
0.775842
8.788951
14.571920
2.516212
0.796967
18.754459
0.272939
1.367729
69.662575
307.220716
6.090635
31.030301
35.005232
0.011848
19.432168
0.004949
0.181979
295.991057
0.009862
5.809603
35.230255
91.118481
3.771452
1.186184
0.862961
39.054610
21.028336
0.065530
1.497263
0.012432
0.015974
1.082245
0.158551
6.056869
0.012272
0.013251
30.248425
14.939380
65.188396
0.055088
28.800460
5.778353
29.176199
0.009239
422.963768
0.004303
8.703789
31.467993
42.990022
852.476741
5.726819
135.173131
430.812649
0.125276
166.841046
0.000255
0.169366
1.836010
0.010745
8.080217
0.003080
0.004858
29.130902
28.085072
0.123393
368.970859
0.054428
