TS
0.017419
0.407433
43.031402
3.923197
0.187656
0.004674
147.771352
1.162058
30.573295
0.007217
1.355725
646.229684
10.355408
0.019637
68.065057
0.008108
4.380729
0.186705
71.906784
0.604961
1.306273
0.626651
143.788659
0.276169
0.000825
0.001938
84.037836
0.377721
24.924495
305.063563
142.625894
0.026573
1.441052
0.861040
61.389697
0.012366
0.116106
0.016087
0.129661
343.604729
147.780748
5.012481
1.051329
0.006556
49.051916
27.852935
9.212093
2.879594
217.712384
3.153332
16.198978
132.798319
2.064302
0.936647
51.170320
26.257496
0.000617
2.789293
20.861058
0.113535
0.007200
25.733476
147.773784
127.778303
0.397989
0.016819
3.948380
0.004226
0.382362
0.169608
193.066064
0.010564
5.774294
18.806624
0.023355
143.758249
147.775455
23.283325
2.406127
14.991629
381.286713
4.446282
132.575115
0.061729
0.005410
0.050004
0.001179
2.002547
5.025812
12.214234
6.038585
0.012721
0.006964
944.629388
202.659798
1.438608
52.607696
0.005574
4.050819
5.308062
0.004234
0.079621
6.613553
16.625401
166.413863
0.377461
155.509562
4.988314
98.000465
6.813203
80.366845
3.110929
0.006246
201.116014
434.278671
1.627416
133.649382
33.176949
0.038233
0.017224
0.189550
240.078724
0.309109
12.790597
265.110861
0.004744
0.006166
385.313514
75.068926
31.633406
0.004988
10.788161
0.017201
0.044660
218.622952
1.100047
0.430756
6.023318
0.029023
47.227797
1.035149
224.263706
0.074869
1.013929
16.297797
0.025750
212.246240
411.797128
52.616401
0.816904
0.003915
64.802571
3.898290
102.813179
19.038315
0.006838
0.073351
13.193699
2.223287
0.518889
0.045122
0.038480
23.873825
1.223540
0.457684
0.431832
