SOLR
18.557325
89.881044
0.378607
67.857182
3.968329
132.604641
23.432655
5.079823
1.733174
37.699406
146.070522
14.845388
9.081596
0.767580
0.003808
178.194404
0.012141
13.973814
5.310667
72.020939
83.089213
21.395332
0.016056
2.019935
19.918129
0.360721
0.601466
7.393660
0.002844
156.133289
499.171827
0.004932
4.117838
7.718395
11.321861
1.218728
17.149322
0.006443
6.099858
5.429181
1.117255
549.258531
0.106611
0.049834
20.901664
0.038931
74.765885
43.672797
41.801786
3.978604
9.413072
33.094048
351.911954
161.226936
0.088714
4.090303
151.973971
0.086646
0.891081
29.506593
39.940449
532.424185
120.285614
1695.283615
55.157846
4.699044
9.810593
6.407067
407.745983
0.015813
77.355615
0.006762
3.039224
11.498203
548.652007
0.024515
0.745864
0.009635
0.038017
223.168976
4.643133
80.683735
0.006328
0.676856
1.888185
0.004799
143.062736
0.264705
1.276038
203.191398
6.577231
0.367988
80.684135
10.625317
0.039375
0.125574
1.026558
2.754111
9.115750
0.708665
0.003609
47.924059
0.065972
2.270729
0.160722
0.013562
118.130403
133.959805
0.987434
133.774482
0.105373
42.864191
19.245953
1.155049
0.081819
0.007980
35.901424
811.382467
6.250972
0.008804
107.110181
280.053344
0.340382
0.801451
6.678486
66.912491
0.806757
0.003047
0.015804
47.894364
4.568823
2.680354
0.008978
47.880536
0.744040
8.188680
0.049037
0.356552
0.038762
0.005152
1995.356158
0.210804
10.993946
5.726369
0.011360
0.038471
239.021628
0.551279
0.502768
1.041224
0.062879
27.246745
49.446531
192.043478
0.153955
2.073721
0.025228
1.704947
0.010896
6.957208
696.209541
2.116081
13.102286
5.031707
0.084492
0.004779
54.842360
0.017707
5.417045
0.003474
8.729834
571.904102
0.031198
2122.479555
77.391375
0.142808
0.010024
3.652920
0.323783
23.303268
87.122130
1.617484
0.529883
20.141125
1.808938
21.062722
9.024344
0.008556
17.995176
22.506759
1.811091
19.664160
5.694283
75.766197
22.017364
25.055155
0.021721
2.974268
0.040372
0.007177
0.084403
0.175444
2.688656
34.950919
41.837049
38.495779
11.088012
98.850626
369.874024
1.016863
218.608883
1.892382
657.755850
0.031835
0.687740
0.008928
81.135565
20.750617
146.739997
0.096039
8.272058
0.044104
2.814295
2.785761
0.010264
14.889824
375.860477
0.328760
0.005615
23.879270
53.519116
0.466772
7.846520
1.972083
230.907761
0.068390
0.004945
0.114451
0.001775
14.097382
0.595915
11.951308
0.139040
0.663335
2.904886
69.349208
0.089360
15.861464
238.862343
4.181185
3.689140
67.043010
0.200362
0.257256
100.974003
0.497773
0.004780
1.460628
74.822858
11.095234
1.136635
30.357797
0.017946
13.721308
0.251285
87.069496
4.868169
14.776422
0.034512
0.819243
61.027980
156.578365
0.219967
193.752279
0.000473
4.848350
0.011193
12.990521
124.070614
13.002631
0.059165
175.350552
6.143477
173.681670
39.770672
0.053696
4.969049
0.112722
0.095464
209.277951
5.183114
26.888318
0.028716
0.038312
523.817148
0.103172
316.621081
0.224033
0.145528
0.747365
0.015046
0.308493
41.876176
80.818088
0.698682
0.006438
0.655813
98.240362
8.808543
0.302921
3.061165
0.002839
0.878303
218.616821
0.370600
0.712663
0.801367
166.806813
0.465559
0.069781
258.980906
9.719316
12.005572
133.830818
1056.006659
13.063079
5.125006
1313.116484
6.704031
9.931982
181.098851
84.423546
14.882274
304.111923
0.072641
0.027491
1119.766134
132.133497
10.793645
2.887767
1.033757
0.850794
86.996608
1059.965043
63.883608
590.507550
1.731669
10.248583
0.570434
0.214476
1.629284
0.006954
1.004612
0.065245
994.429061
0.128888
0.952593
383.998043
3.828809
0.004776
0.548942
55.762821
0.185644
1.777725
0.292826
0.964255
5.987544
411.530346
0.004059
0.017637
22.513846
6.360828
14.642622
0.889089
0.227308
52.205250
680.776199
