IMPALA
287.144792
4.821065
125.984757
0.017315
616.864248
7.474074
31.148493
0.100921
8.756204
89.885880
654.726817
12.001169
151.883715
0.000150
0.019734
2.714317
0.768600
0.000741
0.111782
0.027995
0.162405
0.030006
565.909764
633.967685
39.599387
5.984792
0.967421
490.282384
16.902644
0.239654
0.136922
0.467859
103.087315
0.028843
2.101942
200.111898
143.376898
1.960664
695.294125
0.063649
42.370625
14.177731
7.138734
0.080729
21.078160
502.151771
1.781593
94.766794
319.963762
1.779246
1.890599
118.877546
0.166133
301.096563
37.647661
116.989479
7.203573
0.960191
0.006562
7.778526
291.162350
9.990874
437.969259
99.165046
418.081574
0.047793
3.424954
0.129178
0.079468
0.720404
0.002847
63.137951
40.778866
0.027905
0.458165
0.507095
59.457153
79.705984
1.880347
0.490405
0.223485
123.848854
7.226485
71.299478
128.773683
282.962452
112.187454
0.062037
0.008831
0.008060
3.952894
0.104306
560.004306
2.793950
0.212882
0.010646
0.000417
117.444891
157.903646
118.871933
13.564118
94.145310
3.796725
7.225563
543.697442
19.158833
0.020156
0.182141
0.307396
1273.970685
681.100104
104.243671
257.942905
173.779803
17.976331
97.948773
15.187463
0.737789
40.842120
13.718665
1.230312
42.335093
193.157917
6.894516
76.805683
48.047187
14.266944
96.865567
54.290185
24.281956
325.834780
7.264028
2611.825584
78.700567
160.893252
652.041481
0.167580
10.946667
16.955833
18.694120
881.971863
35.800324
6.933921
0.002998
8.801863
131.918032
56.479375
0.050231
1.754595
0.000451
79.051262
25.629062
3.767650
3.760129
96.988596
438.892326
5.471425
20.388638
0.007140
0.018267
44.067755
4.849282
0.003322
1.850984
579.887164
293.066308
0.223900
0.715880
0.130256
35.787815
121.215655
72.451282
0.002164
89.153345
0.219803
0.028241
318.940706
18.108137
308.813090
10.318229
1.118212
0.008257
336.904887
0.006065
350.100845
76.951968
607.737592
20.524525
8.149190
203.194213
135.557685
62.863854
13.878177
0.763090
0.126771
50.571447
0.633611
12.959583
122.260138
4.850521
766.967789
2.605939
3.856288
164.790671
18.959537
3.208032
70.823619
0.972535
326.529190
531.016713
87.764630
6.559077
