GEODE
19.963877
199.179721
0.005433
11.785502
385.037811
0.007841
61.895085
523.331835
31.844325
118.098474
1.247541
0.358040
3.881843
119.103457
272.882057
1.951517
378.849661
135.197614
0.702696
0.019257
961.066581
0.007037
6.856965
0.216445
856.355662
2.440476
6.856166
672.911581
2.502488
0.004173
0.025807
1157.410442
11.855674
0.012455
0.006258
0.086481
0.820630
319.961309
1.057283
148.690387
3.655732
2.851423
11.832291
2.889334
716.038172
7.585518
911.231261
79.839328
6.957489
0.024145
0.954426
1.736017
5.966245
36.204305
0.003664
0.062055
2.749492
10.182632
943.150105
13.267164
155.140300
80.932598
572.305760
409.744156
4.632953
0.037167
5.588119
0.006665
37.740505
282.759308
0.026058
847.081338
0.032108
0.067342
919.070860
0.000603
807.251214
25.967263
148.680419
628.059459
0.701601
138.104592
0.115548
1.774653
0.016701
2.001150
0.057573
5.965870
807.250189
47.354387
670.146883
7.945681
621.175177
213.097845
58.765749
2.781666
0.044382
0.070862
139.247869
4.768145
12.814826
0.005794
0.038218
936.214004
5.073847
17.000533
95.022951
0.941963
3.037468
0.056095
125.149703
462.192555
0.826966
26.299912
686.332212
26.811852
0.062548
0.178469
5.320873
0.025475
119.809084
0.000110
0.034641
0.649922
0.086015
0.020086
0.000231
1.767194
0.015441
2.700323
148.686238
8.516310
692.221896
845.155395
0.749700
0.016156
0.004324
0.004583
0.005934
0.021629
0.013648
826.224002
0.814861
1.087890
968.000611
0.051856
909.393575
968.210156
919.062342
2.548610
