HUDI
18.309239
390.644346
1.920408
0.448626
46.647785
13.483688
58.561705
43.348171
1007.953962
1.107407
12.127581
0.010756
6.833770
1.232073
1.061677
10.465568
1.955477
0.634763
5.311478
32.597068
4.535862
6.476918
118.600964
29.235554
221.752824
0.130805
21.814980
0.000996
371.243923
0.009945
0.006950
1.505220
3.325922
0.015549
27.780412
3.339085
85.545313
6.261290
2.100742
27.539528
6.001055
55.414619
0.814018
120.276680
6.119584
117.783825
0.056032
1.503582
1.050041
21.550884
0.011961
4.929988
4.516058
13.420622
1.046134
3.313712
13.898799
1.178176
32.553465
13.997832
13.010446
59.113189
15.129747
46.128234
165.289140
113.587964
0.033122
40.721847
236.125453
0.002293
606.910515
0.009913
0.181386
36.289328
13.718026
0.659672
393.172672
0.862314
291.026274
44.527422
27.905442
13.447535
120.256970
20.718500
111.772378
9.236849
1.559085
22.652600
2.766962
0.301182
0.853912
30.899177
4.521155
64.860104
1.299967
49.984673
7.167051
0.003510
1.780677
53.133148
52.255630
32.625035
32.075929
52.155274
59.948184
2.796076
14.500174
0.005500
0.140301
1.433307
0.017436
0.244120
0.004224
496.835184
0.635093
0.580754
42.456234
5.696619
0.001100
0.758519
26.822739
188.543048
426.880641
7.196614
35.715483
452.546463
0.943200
0.380573
31.359585
0.004679
3.510018
0.004181
125.745070
560.221242
26.124813
0.022031
0.281032
1.576864
11.180636
85.469874
0.736289
1.317234
1.944855
7.451576
10.423829
0.011930
131.308160
0.146378
1.146052
79.293008
1.701909
122.403785
340.490437
8.377268
4.022168
1.516571
0.607551
6.647159
16.271895
5.963008
1006.968129
4.279330
1.004330
0.111315
27.547443
6.278616
13.257187
4.335349
26.025495
0.002021
4.292698
0.009209
439.663024
5.142393
508.225469
85.543767
0.012199
6.139176
76.465234
0.637037
29.410008
401.466464
2.575667
42.297729
