OFBIZ
17.724661
0.020701
115.052058
312.661935
2144.055977
0.006594
911.738764
14.081484
0.705458
828.680158
0.269868
1.443692
1641.783803
8.567838
0.288156
279.659061
3.043536
46.562999
0.010771
3.029514
490.374226
350.982290
6.056223
22.884740
0.141352
11.950465
20.624749
6.197510
0.154747
4.918686
26.910221
9.993982
1.239077
0.007531
3.465103
0.012208
0.328500
1561.870944
0.142700
129.039038
3.130663
13.591469
78.202176
15.801610
4.759951
0.911317
0.776471
2.228313
1.338296
230.934907
2.150271
0.006117
51.074708
0.004273
472.444190
1.820389
0.277326
0.009473
90.462234
9.704089
164.813556
0.052916
535.660981
0.005654
0.068370
21.734585
23.442403
4.536590
8.998878
8.926103
0.157918
473.529258
0.003783
0.005579
404.847216
0.003665
0.770480
6.603832
26.270199
0.016739
242.149194
22.235600
1.359202
1.175734
0.533237
51.044425
5.811190
0.041884
53.788030
0.784904
95.115755
0.919435
0.039160
0.004065
0.010201
0.008761
341.472001
0.011780
0.265788
5.911047
0.032260
532.093509
0.212337
0.233220
17.853839
0.721184
14.495297
0.027485
11.578582
0.182918
0.015694
0.065083
1.977625
877.462356
175.605184
4.277281
0.198243
62.714169
0.011628
0.003635
0.015863
0.010038
0.019309
7.241944
0.166789
844.047998
0.039213
10.737849
1.984708
0.035346
46.191141
36.336580
46.395843
0.007749
0.781903
1.773534
30.289829
4.232808
0.035166
386.702532
120.250118
18.717948
0.035208
784.036575
223.746861
0.007603
0.045151
0.003872
2.462730
0.002594
21.332419
0.098152
8.097196
268.784323
0.011249
0.012365
191.288239
0.018595
1.085843
13.869732
5.975996
385.369781
0.001799
155.342120
0.528556
121.511904
5.455942
4.958841
230.939781
0.000440
418.763146
5.236902
0.113347
0.912163
877.856242
87.798038
0.419385
1682.594581
0.141570
0.409352
0.341278
14.046893
43.672947
1.843575
1.805448
79.037483
0.050139
0.003843
0.451920
0.721470
0.002680
0.007356
0.008462
6.167917
0.004266
0.007657
0.478932
382.512783
0.035038
0.009999
0.184242
4.020197
13.881614
129.934248
0.255523
0.004651
8.918632
0.264037
0.820364
17.395587
58.998819
854.072531
105.041868
0.011476
480.845017
