HIVE
0.004009
0.780234
133.815054
6.476518
164.443583
7.684094
0.639759
0.004488
538.390824
0.005056
24.966677
0.858963
0.170862
567.453521
1.092352
828.339938
119.051962
0.006554
22.328917
1.865621
5.510828
10.860779
0.712376
0.010588
6.912407
1.797157
237.501771
0.008230
158.327665
0.006310
4.159652
0.007421
0.080656
0.060112
0.989915
1.530625
0.005518
5.964677
11.232886
205.190860
32.119298
0.060684
800.127903
236.938946
0.901785
0.038618
1.004005
0.113211
0.026829
647.329507
0.821667
0.277199
0.458912
3.887222
33.752228
87.994517
0.026344
0.418512
39.841943
12.557873
584.835428
164.019837
257.349106
0.184597
0.503162
28.708327
2.369868
0.007700
59.133996
21.977974
170.917949
4.342586
40.389340
50.806978
0.515490
2.064695
0.856820
0.002231
0.084365
22.061535
8.895052
7.622242
2.101128
0.006635
35.010920
14.216890
0.016149
18.414081
2.878775
0.007989
35.101977
0.671140
60.129559
14.523614
0.932779
0.936306
11.912644
0.724077
308.155405
0.105008
83.513873
27.543962
17.829433
8.755838
23.920364
2.011636
7.125594
0.007167
209.193130
129.938152
6.289610
15.600971
5.964110
86.080034
1.871946
0.017396
0.012874
43.175944
8.990720
607.965115
10.850651
6.918088
11.058194
0.856692
0.007884
0.004083
0.036075
0.948947
0.060995
3.845087
9.052271
6.133315
0.043944
19.657664
83.093720
10.058296
128.942827
3.223239
0.039735
0.028914
0.003584
0.494411
2.420926
0.008883
71.209480
160.253338
0.689158
6.416580
2.006327
22.569752
2.973265
24.759717
232.114428
3.781643
34.675519
315.961989
0.240067
0.503511
11.876543
0.008111
0.152904
0.073913
928.929943
2.871262
28.498659
142.586644
8.104602
0.391994
0.383615
97.860705
710.318195
0.091287
12.946423
0.046017
0.129377
351.277096
0.004429
119.336526
77.925509
1.181760
577.903597
29.117411
29.473233
0.045705
0.099125
5.399047
1.021105
0.106863
0.192565
0.005976
18.963530
0.634228
0.035095
2.016979
3.862223
462.224768
11.025601
2.705722
1349.049576
6.925679
4.764761
0.015591
61.986315
0.997194
1.668078
0.021524
20.158366
5.627555
1.746665
12.230523
1.712330
161.072016
1181.939122
901.256282
0.427537
1.904015
0.026854
76.712127
0.004347
99.401788
6.022293
61.689871
273.021250
0.034328
5.553649
4.459375
21.133792
212.968998
76.650829
0.020808
112.388106
27.467965
2.704573
2.138490
293.412770
0.953543
37.873847
0.020925
0.038312
181.422364
0.173192
4.148159
9.132724
36.004071
0.020947
19.017948
0.326008
0.406387
128.034096
0.097651
0.315777
3.755454
0.227777
0.672578
74.125343
28.056322
4.179041
9.673702
625.231551
0.004978
27.467636
0.026914
1.776977
0.004257
0.009640
76.080077
8.588704
0.003803
0.949662
127.130532
2.288335
155.888440
0.338867
0.567795
0.119211
18.101002
27.069233
0.028069
43.242413
8.010027
29.676801
23.505802
0.116582
2.287587
162.978937
4.966324
1.599020
2.890684
0.038512
0.071441
3.928949
29.130354
26.181000
0.012072
0.010083
14.200873
1.165267
0.004300
0.262721
0.942287
1.030165
0.055359
0.104358
690.733702
5.054275
173.496446
30.130603
0.927517
3.596880
65.060210
0.813658
25.947958
75.004118
0.009357
6.752091
0.006078
9.767802
2.631823
21.954736
27.536494
45.892324
7.505515
0.011655
242.010335
20.227047
0.199114
0.812973
0.004039
8.903257
0.814644
0.083845
13.485369
0.009489
11.739342
61.841139
80.310719
0.006458
16.882252
62.100008
8.900996
27.697104
1.778811
0.153287
0.016996
87.954829
139.127081
43.784486
13.057114
0.004300
6.068098
29.269978
1.330689
3.232384
25.068223
113.668207
0.011222
0.539719
0.012791
11.031217
1.956001
812.480057
2.589187
0.014143
15.429339
5.832717
118.857250
19.044518
0.632543
6.663481
1.061358
99.697316
219.738961
389.935787
0.021476
11.969812
208.797541
35.387624
0.899996
33.460208
6.665706
0.690855
7.023295
82.913370
0.066377
0.891318
315.034583
0.112099
90.147551
0.643982
0.114305
0.009652
12.932240
284.907729
0.008971
5.928156
33.144349
0.230270
0.027523
136.006800
0.061500
91.865255
145.007897
0.048014
2.235052
9.465669
0.483336
0.007087
2.153031
32.360632
1.498481
0.004581
11.951312
6.420351
1264.927400
50.808347
0.997618
15.281326
0.151646
0.301300
4.017048
0.045729
10.024790
0.958960
8.618140
24.866101
32.971279
40.153788
1.894625
8.620426
0.475377
22.499776
3.826976
0.685211
23.133748
13.205118
2.715490
16.921804
4.809604
1.090170
6.710734
73.020103
0.006134
3.873614
0.006637
232.961422
0.003814
3.860405
0.073085
6.788525
4.894905
0.116293
0.060180
671.886473
0.763716
314.966198
77.532375
0.120629
434.043803
0.596673
8.188993
1.749406
75.901209
0.358972
16.439825
7.539414
3.847903
193.342458
6.663736
0.011007
55.186181
0.048220
4.971705
0.257103
4.941837
23.103842
15.998998
0.559895
1.970703
131.078451
1.536212
28.966335
0.107217
14.426644
2.192218
0.160088
792.010230
2.625154
0.045759
30.615910
0.001998
29.856382
13.784322
483.307391
6.926773
2.014653
23.786284
0.021714
14.146670
2.985813
3.234739
0.039614
0.095713
8.483810
0.119883
4.704767
44.614348
34.871266
4.191158
7.227939
0.680319
0.023475
472.006838
