CLOUDSTACK
0.042288
0.035655
11.963946
13.290415
0.018800
0.042964
8.700480
4.989158
0.007530
2.630521
10.424317
13.647687
0.109051
2.140824
0.632054
241.654922
0.363018
42.258717
0.165704
33.958157
275.587327
24.726744
26.260845
0.910735
0.141578
284.359877
2.874128
145.596874
0.001270
0.355884
11.744050
13.034765
0.048895
0.055101
4.786048
100.987492
19.825704
1.217203
9.807497
0.003016
0.902155
97.479900
6.608696
18.060499
3.560803
0.468897
0.985699
1.904121
34.076302
50.971464
14.629511
147.225723
1028.009114
16.642945
181.214038
174.868908
12.111359
3.166309
2.470790
2.694100
2.765373
46.997930
0.495533
0.314547
23.124929
2.096224
0.745260
61.863662
73.154023
0.005192
5.593398
183.000421
28.360568
0.213014
16.001250
71.638508
0.105664
2.373949
10.031570
0.504491
9.112658
0.021463
0.027809
0.007754
3.031853
154.464704
0.005347
310.243534
76.214913
82.793890
2.845476
9.868891
0.007578
33.308134
0.213313
11.872574
2.012270
13.784952
57.891663
162.546016
46.875100
15.914387
0.284381
18.794923
4.840591
0.929963
0.037326
0.072097
3.164217
0.574960
1.421990
12.902694
6.233912
13.777572
0.137000
0.017692
89.793685
0.138081
13.435282
0.996346
0.133071
0.057873
0.009473
49.387078
71.519441
7.703557
3.876632
27.007439
0.129462
1.846899
0.833116
1.285644
21.101761
4.478446
0.811549
7.850623
3.167423
1.052583
30.265967
86.991125
34.923573
132.424490
102.149981
0.268556
0.142862
0.387576
15.896789
23.306105
0.004707
217.057346
2.927451
5.532273
294.647643
1.289215
0.205562
0.057398
193.498438
7.402085
107.562245
5.327173
4.361487
16.169093
1.502508
0.017648
14.093373
9.077138
7.445951
1.619324
2.953511
1.088078
8.020934
0.761981
184.427280
305.849979
0.352060
43.988246
0.265108
6.243529
0.129862
12.267599
7.941927
3.960365
45.379383
0.125523
4.385790
332.193677
1.930783
3.048893
320.781512
1.032937
0.002641
5.524087
0.218138
2.827436
8.619911
1.123678
0.361931
143.749296
10.147642
67.653890
60.995322
28.036874
32.383257
24.039584
1.320555
0.002207
0.065941
37.892158
101.901480
6.104706
0.260720
6.640341
1.851411
20.309080
27.002963
21.113753
4.957842
0.011048
0.055865
24.082064
39.095332
75.366068
8.454347
7.956908
50.759537
153.838953
41.472859
34.987177
16.897989
5.717401
4.998079
19.780566
14.385195
0.749193
56.780114
48.855554
80.821651
6.377380
0.014126
0.032981
5.863932
0.103399
2.945395
80.881778
0.003971
1.884687
2.072661
0.079243
21.090467
10.152087
18.492645
39.838820
0.015576
18.878139
3.003612
0.974247
4.120755
2.996524
0.061678
0.254659
5.056306
24.950088
58.852949
15.192052
115.866792
0.833217
7.445350
29.919128
0.007132
2.010066
33.949985
9.188568
0.165913
14.908788
0.014565
4.708347
75.497056
3.125574
51.821552
212.176144
1.074440
101.598696
32.018512
55.525729
0.071625
131.629782
13.809310
139.155250
0.002981
0.005975
40.904780
0.024264
7.893540
26.114369
5.920783
36.227419
3.364642
0.018543
4.353074
12.502253
49.560996
0.779273
6.787092
6.455395
9.651299
7.068209
0.825733
0.363554
0.123596
124.411434
0.257266
0.090475
1.875485
0.074221
39.080832
16.840930
0.008329
27.548791
1.259236
17.801010
1.180133
48.757408
9.125063
0.066723
1.937187
0.021514
20.728138
18.976055
32.962391
0.068501
0.011423
21.914082
89.868275
0.202541
0.137413
0.001672
0.893652
46.718985
0.713931
0.026161
0.989046
0.006807
0.848206
139.904105
0.021439
24.320503
65.118130
4.690759
152.568855
1.995202
14.481266
35.122918
240.277337
6.173636
8.199618
210.796706
0.027564
21.706358
0.051214
0.086984
1.966075
0.033418
25.112614
5.591821
0.005800
8.999363
0.529618
15.349021
0.011801
6.851334
0.184121
0.002474
140.332867
0.028487
0.193006
0.036054
5.925961
4.879696
0.323357
4.573463
0.383614
0.805130
1.008745
0.009193
0.289345
6.827670
0.083458
0.110921
0.364305
0.944002
0.174449
32.718890
16.711397
12.890731
243.844138
131.683163
0.013632
18.460451
34.731120
0.003630
7.279102
5.767014
0.384504
6.933949
5.703013
4.386676
7.387581
0.008904
0.005936
0.205998
0.721504
0.809856
2.820805
274.868161
3.276093
0.143757
5.829287
19.983756
38.013209
55.509902
83.188826
0.030376
0.111499
0.140151
29.827293
2.202588
0.003232
0.003588
13.240580
0.841704
0.087219
2.051063
0.381012
0.154234
24.299091
34.040908
0.478963
9.939951
130.898385
28.142803
34.022576
21.100103
293.159055
18.730278
0.223475
8.709102
104.261326
16.215122
4.229759
1.331397
40.880612
0.722401
26.815074
0.789198
0.503446
0.007714
1.047804
42.871521
13.938757
0.006571
1.316660
28.451524
143.536837
0.059062
0.425918
3.165070
8.584717
1.915681
12.149350
1.567541
3.312201
0.406959
14.128114
37.437235
21.235512
13.607075
425.434664
0.583674
8.870082
32.017028
0.093518
9.040424
0.016807
0.734678
35.842283
3.277252
30.389643
0.342808
3.859580
1.577544
44.133478
3.895483
8.145444
7.937873
15.621341
5.133546
2.388769
50.221360
0.845147
75.317273
0.337774
0.828231
0.005550
18.100782
0.001946
0.531212
0.164581
33.061033
4.213005
21.760285
0.775762
57.801791
0.255390
1.568100
7.232619
3.149756
5.376222
76.800657
39.236604
23.266242
182.878815
0.013747
7.720456
7.060062
0.020378
4.192669
3.787937
0.261295
74.936172
62.190364
8.188893
0.010439
12.154837
26.901775
36.947161
0.241467
161.881528
28.233882
11.016996
58.011758
13.994498
0.680009
38.003831
18.903819
9.140600
0.013358
0.002593
22.314171
41.012177
0.296114
188.878102
0.015908
0.483275
25.647310
0.004853
68.026732
291.220110
216.981847
1.210779
29.166462
17.602348
0.011597
14.565692
19.699136
23.159137
35.008558
48.006751
3.811877
0.111434
15.246927
19.877790
3.869325
2.918243
40.289557
186.583647
26.860595
8.219762
6.928120
0.020856
57.002904
27.764099
35.282775
23.673700
5.160840
28.801202
341.420116
15.974961
7.096442
0.001666
47.260748
8.527340
0.257780
24.031076
263.240587
1.861577
341.829146
6.462865
1.225994
12.409607
1.210322
90.056543
16.450332
0.847962
2.866566
63.286350
5.010987
37.312995
0.728412
0.713806
92.765989
20.993607
2.882912
10.872592
9.577183
8.195591
242.536012
61.877902
10.854958
32.664554
2.604484
0.157909
0.002211
0.630768
0.006803
0.045838
1.585003
43.860248
111.993105
27.271346
0.007622
12.868187
494.085862
0.797017
0.742943
19.209042
2.939466
3.170435
0.019734
0.029404
26.917817
19.527776
21.487838
5.997604
0.899514
13.024358
13.990019
43.321419
17.333848
46.789898
181.214855
0.021736
131.891413
0.265083
0.765168
5.548542
14.618621
1.894849
0.005457
0.083290
33.708007
0.002919
0.030546
63.764766
13.862253
4.335535
0.991364
89.730554
41.931195
62.070381
0.003889
0.171320
1.859362
6.290158
0.228623
0.223326
2.375808
0.019538
45.759908
5.571471
77.936155
30.066727
0.229886
1.491993
0.804607
7.120368
60.692105
57.725787
31.553323
24.016196
19.980281
38.203814
106.295787
85.936255
8.787522
0.242557
37.447041
7.093104
32.036416
133.105273
6.818880
2.953692
10.544811
11.708529
1.236237
24.752939
11.917739
227.205822
0.013969
0.523019
21.131001
0.019936
0.033460
17.040034
1.744896
9.364699
0.806794
44.150843
1.179696
29.172320
28.208789
8.813460
1.013586
24.344153
8.819172
163.361740
0.002002
45.395315
4.124280
9.742439
0.553229
5.929115
240.330098
0.177293
0.664659
8.767549
6.898318
7.202358
3.490606
29.012867
4.272275
0.020410
