IGNITE
24.878642
5.269562
0.004487
1.192072
433.108718
3.765147
116.955579
20.581259
13.887992
0.593204
0.187257
0.061802
356.904454
4.717474
0.037470
1.661580
0.080584
29.556853
24.828874
447.352879
0.015863
189.128636
18.715432
7.879634
415.661687
1.017581
0.058051
0.024869
50.850118
4.639630
532.146458
0.500233
0.784776
470.334388
0.402787
68.035699
0.516788
49.064791
0.257602
60.693065
0.965231
0.074783
294.869369
36.376385
1.196224
0.163615
442.234014
38.600442
364.887758
493.900711
0.012443
0.004185
455.128057
641.844820
18.225265
23.136823
0.208681
0.764532
181.892062
121.961034
0.010047
4.865435
0.002573
0.036467
29.927559
75.073723
0.342950
4.929977
616.850189
0.703321
0.123659
62.145122
0.017778
236.924479
0.411163
0.007706
7.206153
232.162694
87.059449
8.965594
343.595179
6.744110
463.167628
559.069574
4.961204
1.184253
204.039749
2.983969
14.551142
2.133393
486.860779
48.199298
0.902528
0.152550
0.004450
0.890572
30.642161
169.254245
28.045032
168.723008
0.028175
0.137772
100.153828
0.135806
0.005000
498.777230
0.046691
284.907343
0.996478
0.021674
0.014010
2.872648
18.922632
93.323020
0.003906
0.014646
0.054688
0.008709
273.930795
0.009820
111.999957
157.526218
194.177110
1.861156
0.015162
31.055759
271.720014
648.823877
0.197904
176.602121
13.768690
14.849726
0.002064
2.017696
0.972333
0.579112
0.053969
343.171337
12.260882
0.021854
38.250828
169.113144
2.335831
13.891201
93.011794
214.201799
7.912779
0.008863
13.127754
18.138486
0.054464
0.073202
642.209027
0.071334
175.167187
0.069495
0.008884
0.005415
0.005081
2.759248
244.072584
347.890729
0.003516
0.068119
1.990339
3.696382
15.749297
99.658803
3.100030
0.004359
70.230751
0.004161
410.836826
100.794983
67.596675
116.989134
0.098675
281.112385
3.812827
6.742752
442.043198
1.221743
77.692879
250.355455
0.001770
149.950394
608.832250
105.809788
0.943689
0.898754
95.805640
91.323420
141.047841
353.831665
1.331014
35.869395
0.013972
41.958849
0.079361
0.009587
0.478417
84.090741
1.021135
149.958349
3.645135
0.015446
161.906454
0.129974
86.916746
118.683364
11.143150
760.815269
31.943146
0.005584
0.006603
129.926952
4.444867
2.386475
68.096063
1.909527
11.977392
48.974198
285.811664
2.947356
0.668290
0.133725
10.081263
146.535733
0.015727
61.347111
475.077268
0.142069
69.002489
0.085536
1.158541
2.228265
566.857615
0.007423
21.676696
241.162585
0.023311
0.114380
0.028821
0.010490
42.908308
0.002342
12.185397
77.760985
0.003937
