IGNITE
693.894952
13.041266
0.747448
1.116464
0.767242
0.029017
7.195035
0.073171
1.170969
75.725406
330.765460
7.032949
209.566058
590.044472
1.241065
0.018056
11.055680
0.021198
5.767947
0.079981
600.248890
4.152493
0.124988
0.003879
102.072921
150.093779
4.937922
34.265833
0.087135
234.162351
1.068874
0.095469
14.976088
176.660044
11.795995
465.823761
3.669701
3.853813
3.120705
98.020416
0.015580
0.825943
644.036455
0.007443
0.007167
132.045368
219.059171
224.992747
0.004756
2.407107
7.007460
78.327301
1.231284
0.006652
0.016060
899.739529
252.014130
0.007454
24.863225
356.749186
0.152557
0.006663
0.021655
0.029472
1.958735
358.751571
0.699490
0.323861
0.914053
0.027756
4.603071
0.079443
84.295475
1.598449
0.005777
5.298995
18.778389
0.021824
0.008758
0.005994
0.016464
47.545100
29.683888
0.000631
8.083939
22.013311
87.873294
0.064626
0.034336
0.073060
77.308079
10.981241
0.240397
1.234476
2.632691
0.029147
32.212394
3.124062
5.733563
4.724883
0.037091
5.244243
8.697252
3.022130
30.240583
24.022714
1.219999
0.340704
0.171123
0.107759
656.862155
243.917890
9.119162
3.123776
300.178265
3.996608
244.033360
11.898041
25.212906
0.001452
62.865206
0.007445
0.008688
33.858993
3.995706
23.004650
0.041525
44.189998
588.804624
79.518890
278.367104
5.515490
0.009955
7.074438
23.110340
0.778400
1.214703
246.161354
2.578121
583.113482
0.040491
22.603423
1.844076
84.913476
0.531721
13.925967
3.857642
1.080216
19.541038
0.718712
2.028424
1.680237
0.840674
86.296492
0.962169
16.562956
0.048281
23.887592
47.746631
1112.906020
72.043384
9.016453
0.020102
0.002298
0.006940
13.858014
0.068280
643.118419
0.093610
353.763351
0.043199
0.044633
0.757240
565.068705
13.906021
23.966452
0.001877
68.583383
0.004516
481.626073
17.579953
24.019217
34.128773
1.793005
540.679684
0.091542
18.957216
0.939055
0.022335
0.259639
127.478764
0.006122
729.796224
1.177969
236.987838
554.090422
0.005774
148.912364
1.936232
1.705989
0.004004
0.890094
0.122079
13.446170
0.013356
28.277847
98.853824
0.001226
0.068851
0.024381
8.028198
343.509449
592.882786
743.786800
133.026538
648.774596
5.747929
0.004312
1.020525
8.068840
2.807760
398.062959
531.064085
18.306036
0.100216
0.763666
1.183082
0.033005
106.079816
0.084643
0.354390
188.532587
175.927950
0.007143
214.866395
90.821827
1294.592077
1.795793
245.064672
7.881580
133.947980
6.023701
222.042219
102.247700
14.071422
0.117635
144.914542
21.381932
0.050526
97.913253
0.030973
494.036256
2.366966
0.000138
9.760088
0.136696
1.134469
77.948326
5.081141
0.031702
0.007096
0.024221
105.190701
0.058203
567.215156
145.288691
3.671560
0.006741
0.008188
0.556024
0.007284
86.876287
3.004344
0.126423
3.847439
0.845826
0.005191
1.700160
0.071194
834.032366
756.943138
1.212414
33.067765
4.365103
3.877543
61.255068
405.495384
625.832356
33.800799
57.977383
378.091277
0.109922
27.175212
0.414158
0.087284
575.793280
13.076531
338.921954
119.064723
0.048004
26.752722
192.094646
3.768008
0.014527
0.226820
0.831374
0.038027
296.091426
0.401908
18.599319
0.126852
189.210312
317.205492
15.473622
491.107277
187.947287
434.234325
0.014261
0.858826
31.797175
0.752094
6.801280
0.879691
96.187546
52.508995
0.114879
0.329362
26.150933
1.815257
35.988796
0.008278
0.391486
0.129149
