THRIFT
188.460812
0.078739
10.013471
0.098396
0.011176
62.217457
440.507505
985.506145
0.032629
106.453606
7.899874
30.773080
0.003653
0.226168
0.024185
2433.882468
43.239269
255.451620
0.103931
62.998052
0.003507
617.507190
0.032756
3.119006
610.777176
197.735260
2642.745485
116.536391
8.057281
0.030658
63.578420
0.952147
0.007290
0.290117
0.965158
0.408456
1.094037
492.372347
5.007032
1.089381
0.849942
0.259320
0.397003
82.391544
8.661546
30.708458
0.030026
0.011585
14.147020
0.007631
384.211189
65.224217
0.007063
515.301521
1.741260
34.147133
0.266884
0.059197
133.904945
0.004378
53.195582
1.234426
0.597002
1.160236
2482.410509
26.543774
47.967112
0.005124
0.389516
0.075685
46.066371
0.177314
259.334607
2455.343982
35.842925
46.115018
3.062039
0.705196
0.092968
40.217764
488.057245
381.756317
0.005758
58.072239
0.208373
34.803187
0.769705
16.694163
100.064787
0.007173
2.125293
308.753864
0.348688
0.149692
0.196491
289.316906
0.617553
91.127221
367.340574
152.419797
14.086621
0.004027
138.853196
2.989812
0.024993
34.069017
0.171510
0.891179
0.156246
6.063919
0.097254
0.036055
0.448667
369.118754
52.065703
0.254324
0.055278
304.174570
17.901456
48.669599
0.015622
0.011392
36.242068
0.476649
0.132582
19.189027
2.594313
0.007313
0.006404
24.371681
97.205696
0.028551
56.929410
0.902683
1.728733
88.020163
92.420639
75.182947
27.186893
0.013111
172.933795
403.518825
3.006380
3.921905
0.014253
64.090086
3.531910
30.859839
14.665189
2597.000460
29.144563
586.473344
0.253265
902.596969
0.017165
0.019580
46.015121
807.547103
0.917651
156.665856
0.173114
7.730450
1854.432013
1.736351
161.432907
236.168527
0.100354
180.600897
1.818476
0.422857
4.986013
544.457927
53.609860
84.403095
0.799172
1.325679
26.788102
0.325437
999.706374
53.624977
1.886840
377.390718
973.223303
