HADOOP
1.655113
14.297568
19.564012
0.094778
812.681323
197.415509
0.120039
18.584274
16.195712
0.086572
0.051494
5.116588
0.251826
32.823809
0.779973
0.034753
5.082541
0.058817
370.605557
12.310514
5.121706
6.993166
0.047423
6.870910
0.129875
0.445252
38.986696
0.097653
11.108474
7.358010
0.075754
4.005607
0.936990
0.005350
0.010318
108.301444
0.452677
49.930980
916.531548
16.050498
0.026961
0.678197
0.764416
115.233411
0.570032
0.010015
0.009280
0.523781
5.855042
4.583941
13.811476
0.720427
2.125464
1.795432
0.020336
29.893071
0.475702
0.006289
0.004472
0.337322
2.164707
1.915534
0.052288
0.017859
0.004191
1.010294
17.197110
0.008134
0.559809
0.205729
0.111221
2.183201
1.269062
7.775805
505.371117
0.947939
0.072140
7.647343
0.179264
3.187831
2.132433
1.581934
0.022952
0.587070
9.907672
37.091824
49.005557
1.958731
244.021356
4.122756
0.008258
12.951111
0.208166
0.611574
6.969740
0.030749
171.028018
33.195722
1180.120529
3.975241
6.958019
0.030887
33.920299
9.110465
0.722675
3.205729
73.473659
0.349881
0.083411
11.467513
123.863762
0.639018
1.923572
4.991754
7.074640
20.650775
3.228988
0.142367
12.417983
20.902862
4.788696
17.176580
0.017720
43.577019
0.061559
4.125726
0.434361
0.480587
17.703852
24.299742
0.566539
0.001871
0.142657
394.069410
1.016887
0.739642
0.227131
0.112379
1.463315
559.862171
0.880996
31.202951
11.326098
0.168780
0.354888
2.252984
2.731475
237.095831
186.231799
0.931467
0.519942
11.089069
14.802968
6.936049
0.075869
8.403238
0.928180
807.723861
0.050774
0.021943
7.528600
474.088388
0.107064
3.291476
207.366383
89.296106
0.425279
1.126591
2.997378
1.572236
1.030480
0.002642
20.424343
0.026567
21.907157
5.913140
0.854747
0.165369
0.003480
0.005886
0.433489
0.984570
1.054847
0.010528
0.346035
2.938262
0.622642
1619.874097
7.069623
83.744601
13.788329
20.668550
0.099509
0.175465
0.232347
2.861468
7.044620
74.510968
2.648465
1.829616
46.006093
0.003893
2.293620
0.685255
33.102809
4.333139
0.561935
0.006074
0.032336
0.156800
195.995090
282.795506
0.354435
0.004122
0.546438
0.626501
0.355217
0.037374
2.873748
10.328081
1.494340
36.158910
7.149800
27.876745
0.659506
4.318528
0.181946
5.739828
0.008760
0.413616
156.795089
16.848486
0.024359
0.029693
1.212580
0.107640
0.013310
0.013361
4.312750
6.226821
0.291239
0.037774
2.710004
39.926503
2.102674
2.101603
0.657808
0.001386
26.964260
0.832461
0.617847
0.250563
7.608393
0.576157
0.146718
34.050406
0.876878
1.010569
279.070709
9.663062
0.007281
0.024369
425.212434
3.319809
0.110322
6.869886
1.918829
13.519668
29.274587
9.700907
0.004014
2.854752
0.072473
1154.613684
12.023829
12.973743
60.921438
105.784008
124.113838
1.099097
0.463013
0.012972
