Key,Mean,Std
CLOUDSTACK-2120,1,0
CLOUDSTACK-4398,1,0
CLOUDSTACK-1244,1,0
CLOUDSTACK-5660,1,0
CLOUDSTACK-6644,1,0
CLOUDSTACK-8697,1,0
CLOUDSTACK-2554,2,0
CLOUDSTACK-7375,1,0
CLOUDSTACK-2169,1,0
CLOUDSTACK-6269,2,0
CLOUDSTACK-1446,2,0
CLOUDSTACK-5139,1,0
CLOUDSTACK-4199,1,0
CLOUDSTACK-5592,1,0
CLOUDSTACK-5680,2,0
CLOUDSTACK-4207,1,0
CLOUDSTACK-3680,1,0
CLOUDSTACK-1499,1,0
CLOUDSTACK-298,1,0
CLOUDSTACK-6894,1.5,0.7071067811865476
CLOUDSTACK-4371,2,0
CLOUDSTACK-5668,1,0
CLOUDSTACK-3658,1,0
CLOUDSTACK-7485,1,0
CLOUDSTACK-7198,1,0
CLOUDSTACK-2077,2,0
CLOUDSTACK-2913,3,0
CLOUDSTACK-6308,1,0
CLOUDSTACK-2218,1,0
CLOUDSTACK-7043,1,0
CLOUDSTACK-8843,1,0
CLOUDSTACK-1451,1,0
CLOUDSTACK-6024,1,0
CLOUDSTACK-3010,1,0
CLOUDSTACK-260,1,0
CLOUDSTACK-5420,1,0
CLOUDSTACK-2910,1,0
CLOUDSTACK-5042,2,0
CLOUDSTACK-10049,1,0
CLOUDSTACK-3839,2,0
CLOUDSTACK-3379,1,0
CLOUDSTACK-3357,1,0
CLOUDSTACK-7219,2,0
CLOUDSTACK-9980,1,0
CLOUDSTACK-5178,1,0
CLOUDSTACK-4578,1,0
CLOUDSTACK-5210,1,0
CLOUDSTACK-3434,1,0
CLOUDSTACK-5172,1,0
CLOUDSTACK-2779,1,0
CLOUDSTACK-2929,2,0
CLOUDSTACK-6178,1,0
CLOUDSTACK-6417,2,0
CLOUDSTACK-2716,1,0
CLOUDSTACK-3000,2,0
CLOUDSTACK-6674,1,0
CLOUDSTACK-4542,1,0
CLOUDSTACK-3812,2,0
CLOUDSTACK-1673,1,0
CLOUDSTACK-8836,1,0
CLOUDSTACK-2904,1,0
CLOUDSTACK-4149,1,0
CLOUDSTACK-1613,2,0
CLOUDSTACK-4080,1,0
CLOUDSTACK-3925,1,0
CLOUDSTACK-3225,1,0
CLOUDSTACK-472,2,0
CLOUDSTACK-1907,1,0
CLOUDSTACK-1542,1,0
CLOUDSTACK-4644,1,0
CLOUDSTACK-2137,1,0
CLOUDSTACK-1392,1,0
CLOUDSTACK-6489,2,0
CLOUDSTACK-9846,1,0
CLOUDSTACK-4504,1.5,0.7071067811865476
CLOUDSTACK-3788,1,0
CLOUDSTACK-9049,1,0
CLOUDSTACK-2887,1,0
CLOUDSTACK-1835,1,0
CLOUDSTACK-6239,2,0
CLOUDSTACK-4313,2,0
CLOUDSTACK-2155,1,0
CLOUDSTACK-3715,1,0
CLOUDSTACK-2141,1.3333333333333333,0.5773502691896257
CLOUDSTACK-2491,2,0
CLOUDSTACK-9528,1,0
CLOUDSTACK-1940,1,0
CLOUDSTACK-9759,1,0
CLOUDSTACK-1690,2,0
CLOUDSTACK-3599,2,0
CLOUDSTACK-1328,1,0
CLOUDSTACK-1347,2,0
CLOUDSTACK-9885,1,0
CLOUDSTACK-4509,1,0
CLOUDSTACK-1216,2,0
CLOUDSTACK-4892,1,0
CLOUDSTACK-5098,1,0
CLOUDSTACK-5212,1,0
CLOUDSTACK-9495,1,0
CLOUDSTACK-6065,1,0
CLOUDSTACK-4533,1.5,0.7071067811865476
CLOUDSTACK-3721,1,0
CLOUDSTACK-3850,1,0
CLOUDSTACK-8034,1,0
CLOUDSTACK-8934,1,0
CLOUDSTACK-7635,1,0
CLOUDSTACK-2489,2,0
CLOUDSTACK-2903,1,0
CLOUDSTACK-6146,1,0
CLOUDSTACK-6358,1,0
CLOUDSTACK-4820,2,0
CLOUDSTACK-2942,1,0
CLOUDSTACK-1594,1,0
CLOUDSTACK-1114,1,0
CLOUDSTACK-3484,1,0
CLOUDSTACK-6408,2,0
CLOUDSTACK-4090,1,0
CLOUDSTACK-3074,2,0
CLOUDSTACK-7253,1,0
CLOUDSTACK-2562,1,0
CB-2937,2,0
CB-9656,1,0
CB-8622,1,0
CB-11248,1,0
CB-6967,1,0
CB-7288,1.5,0.7071067811865476
CB-1104,2,0
CB-1843,1,0
CB-5002,1,0
CB-9028,1,0
CB-6033,1,0
CB-946,1,0
CB-10962,1,0
CB-10677,2,0
CB-11249,2,0
CB-9416,1,0
CB-993,2,0
CB-8976,1,0
CB-14010,1,0
CB-9175,1,0
CB-12251,1,0
CB-9914,2,0
CB-387,2,0
CB-2437,2,0
CB-54,1,0
CB-9490,1,0
CB-9753,1,0
CB-5058,1,0
CB-5788,1,0
CB-11956,2,0
CB-11692,2,0
CB-7276,1,0
CB-3786,1,0
CB-3958,3,0
CB-10294,1,0
CB-9442,1.5,0.7071067811865476
CB-4686,2,0
CB-339,1,0
CB-7197,2,0
CB-8313,2,0
CB-9845,3,0
CB-4611,1,0
CB-6761,2,0
CB-260,1,0
CB-13537,1,0
CB-10577,1,0
CB-11299,1,0
CB-8080,2,0
CB-12822,2,0
CB-12506,1,0
CB-821,2,0
CB-10795,1,0
CB-10104,1,0
CB-7024,2,0
CB-11010,1,0
CB-11376,1,0
CB-10694,1,0
CB-5356,2,0
CB-14004,1,0
CB-11875,1,0
CB-10270,1,0
CB-10189,2,0
CB-13980,2,0
CB-12976,2,0
CB-3023,1,0
CB-10967,2,0
CB-751,1,0
CB-9352,1,0
CB-8333,1,0
CB-5713,1,0
CB-11738,1,0
CB-4205,1,0
CB-7562,1,0
CB-10010,1,0
CB-9865,2,0
CB-12894,1,0
CB-11199,1,0
CB-300,1,0
CB-11730,1,0
CB-246,1,0
CB-8851,2,0
CB-9715,1,0
CB-6704,1,0
CB-12085,2,0
CB-12635,2,0
CB-8719,1,0
CB-1009,1,0
CB-10152,2,0
CB-10946,1,0
CB-4005,1,0
CB-5908,1,0
CB-12088,2,0
CB-2089,1,0
CB-6837,1,0
CB-14246,2,0
CB-8627,1,0
CB-11663,1,0
CB-1499,1,0
CB-12254,1,0
CB-136,1,0
CB-12891,1,0
CB-12939,1,0
CB-8294,1,0
CB-9651,1.75,0.5
CB-10415,1,0
CB-11200,1,0
CB-7674,1.5,0.7071067811865476
CB-1065,2,0
CB-13107,1,0
CB-1811,1,0
CB-587,2,1
CB-11353,2,0
CB-8550,2,0
CB-10601,1,0
CB-13221,2,0
CB-6927,1,0
CB-12068,1,0
CB-8050,1,0
CB-6195,1,0
CB-13418,1,0
CB-7005,2,0
CB-1047,1,0
CB-10097,1,0
CB-11170,1,0
CB-5291,1,0
CB-11447,1,0
CB-10691,1,0
CB-7059,1,0
CB-10801,1,0
CB-10171,1,0
CB-9992,1,0
CB-4323,1,0
CB-12407,1,0
CB-5465,1,0
CB-517,1,0
CB-2093,1,0
CB-10485,1,0
CB-6838,1,0
CB-5427,1,0
CB-11758,1,0
CB-10535,1,0
CB-6956,3,0
CB-120,1,0
CB-6248,1,0
CB-12290,1,0
CB-5329,2,0
CB-9012,1,0
CB-9643,2,0
CB-10858,2,0
CB-6903,1,0
CB-6480,1,0
CB-9432,1,0
CB-7343,1,0
CB-5944,1,0
CB-9068,1.5,0.7071067811865476
CB-4690,1.5,0.7071067811865476
CB-8947,2,0
CB-14163,2,0
CB-10562,1,0
CB-10410,1,0
CB-8115,1,0
CB-10965,1,0
CB-11975,1,0
CB-10689,1,0
CB-10384,1,0
CB-4737,1,0
CB-1560,1,0
CB-10600,1,0
CB-8840,1,0
CB-3363,2,0
CB-9805,1,0
CB-9365,1,0
CB-10432,2,0
CB-381,2,0
CB-7280,1,0
CB-11276,1,0
CB-491,1,0
CB-10471,1,0
CB-9975,2,0
CB-941,1,0
CB-9693,1,0
CB-4500,1,0
CB-11440,2,0
CB-12983,1,0
CB-5648,3,0
CB-264,1,0
CB-1661,1,0
CB-11448,2,0
CB-9363,2,0
CB-10163,1,0
CB-12824,2,0
CB-8765,1,0
CB-13830,1,0
CB-5074,1,0
CB-7271,1,0
CB-5278,3,0
CB-5139,2,0
CB-6896,1,0
CB-4356,1,0
CB-2529,2,0
CB-4569,2,0
CB-9428,2,0
CB-10250,2,0
CB-6403,1,0
CB-7705,2,0
CB-4732,1,0
CB-12308,1,0
CB-7369,2,0
CB-1140,1,0
CB-9120,2,0
CB-951,1,0
CB-6117,1,0
CB-7716,1,0
CB-2912,2,0
CB-2423,1,0
CB-1290,1,0
CB-11150,1,0
CB-7058,1.5,0.7071067811865476
CB-3947,1,0
CB-12267,1,0
CB-13695,1,0
CB-10627,1,0
CB-10093,1,0
CB-9951,1,0
CB-554,1,0
CB-5685,2,0
CB-4669,1,0
CB-5999,3,0
CB-12890,1,0
CB-10223,1,0
CB-13786,2,0
CB-11341,1,0
CB-12654,2,0
CB-9348,1,0
CB-8771,1,0
CB-10799,1,0
CB-5209,1,0
CB-10095,1,0
CB-7780,1,0
CB-49,2,1.4142135623730951
CB-6230,1,0
CB-1602,1,0
CB-10612,1,0
CB-4379,1,0
CB-4196,1,0
CB-13615,2,0
CB-6176,1,0
CB-380,2,0
CB-12141,1,0
CB-9987,2,0
CB-4971,1,0
CB-10069,3,0
CB-947,1,0
CB-13394,1,0
CB-11640,1,0
CB-10556,0.5,0.7071067811865476
CB-11592,1,0
CB-1296,1,0
CB-2808,2,0
CB-6027,1,0
CB-5271,1,0
CB-377,1,0
CB-9472,1.3333333333333333,0.5773502691896257
CB-9132,1,0
CB-509,1,0
CB-14137,2,0
CB-9859,2,0
CB-10254,2,0
CB-10939,3,0
CB-10375,1,0
CB-5515,1,0
CB-4071,1,0
CB-1101,2,0
CB-9452,2,0
CB-10549,1,0
CB-11619,1,0
CB-10154,1,0
CB-1405,1,0
CB-11632,1,0
CB-10205,2,0
CB-12997,1,0
CB-7131,1,0
CB-2533,1,0
CB-10060,1,0
CB-7848,2,0
CB-11373,1,0
CB-12534,1,0
CB-10251,1.3333333333333333,0.5773502691896257
CB-12277,2,0
CB-239,1,0
CB-10365,1,0
CB-11369,1,0
CB-9457,1,0
CB-6979,1,0
CB-9844,1,0
CB-7906,1,0
CB-10843,1,0
CB-10265,1,0
CB-2700,3,0
CB-10904,2,0
CB-3534,1,0
CB-6107,1,0
CB-3949,1,0
CB-1154,2,0
CB-13978,2,0
CB-9628,2,0
CB-6092,1,0
CB-8738,1,0
CB-5884,1,0
CB-10717,1,0
CB-1810,2,0
CB-8135,2,0
CB-7112,2,0
CB-9117,1,0
CB-515,1,0
CB-13943,1,0
CB-8111,1,0
CB-3026,1,0
CB-1360,1,0
CB-8975,2,0
CB-14016,2,0
CB-12131,1,0
CB-9973,1,0
CB-1834,3,0
CB-11077,2,0
CB-11111,1,0
CB-10064,1,0
CB-59,1,0
CB-9498,1,0
CB-11049,1,0
CB-10745,1,0
CB-9282,1,0
CB-7759,1,0
CB-236,1,0
CB-11464,1,0
CB-11121,2,0
CB-13306,1,0
CB-3504,2,0
CB-4092,1,0
CB-8124,2,0
CB-10971,1,0
CB-13285,1,0
CB-520,2.5,0.7071067811865476
CB-11189,1.5,0.7071067811865476
CB-9313,1,0
CB-9970,2,0
CB-8798,1,0
CB-11698,1,0
CB-2448,1,0
CB-7928,1,0
CB-10670,1,0
CB-1458,1,0
CB-4796,2,0
CB-11710,1,0
CB-11014,1,0
CB-11432,2,0
CB-6093,1,0
CB-9699,1,0
CB-8251,1,0
CB-2611,2,0
CB-7503,2,0
CB-1052,2,0
CB-10290,2,0
CB-1584,1,0
CB-11099,1,0
CB-262,1,0
CB-877,1,0
CB-1468,1,0
CB-11923,1,0
CB-10232,1,0
CB-11288,1,0
CB-2102,1,0
CB-6843,1,0
CB-2183,2,0
CB-8619,1,0
CB-4373,1,0
CB-2648,1,0
CB-406,2,0
CB-5664,1,0
CB-8766,2,0
CB-9256,1.3333333333333333,0.5773502691896257
CB-10741,2,0
CB-11287,1,0
CB-1156,1,0
CB-4389,1,0
CB-12073,1,0
CB-7366,2,0
CB-7127,1,0
CB-10437,1,0
CB-1029,1,0
CB-7837,1,0
CB-9459,2,0
CB-9923,1,0
CB-10338,2,0
CB-12013,1,0
CB-12048,2,0
CB-11410,1,0
CB-11603,1,0
CB-12542,1,0
CB-3435,2,0
CB-11394,1,0
CB-320,1,0
CB-1476,1,0
CB-14008,1,0
CB-8180,1,0
CB-9133,1.6666666666666667,0.5773502691896257
CB-9190,1,0
CB-8026,2,0
CB-1147,1,0
CB-3505,2,0
CB-14180,1,0
CB-12023,1,0
CB-10111,1,0
CB-7122,1,0
CB-47,1,0
CB-9297,1,0
CB-6779,1,0
CB-3548,1,0
CB-11236,1,0
CB-263,1,0
CB-5488,1,0
CB-10276,2,0
CB-10414,1,0
CB-8007,1,0
CB-10696,1,0
CB-683,1,0
CB-1856,1,0
CB-1142,1,0
CB-10252,1,0
CB-3161,1,0
CB-10648,2,0
CB-9873,1,0
CB-10584,1,0
CB-10563,1,0
CB-9189,1,0
CB-10484,1,0
CB-6629,2,0
CB-4523,1,0
CB-5389,1,0
CB-12634,1,0
CB-12448,2,0
CB-9460,2,0
CB-752,1,0
CB-9709,2,0
CB-6735,2,0
CB-10509,1,0
CB-163,1,0
CB-9388,2,0
CB-11613,2,0
CB-7340,2,0
CB-13332,4,0
CB-592,3,0
CB-14039,1,0
CB-12545,1,0
CB-11564,2,0
CB-3218,2,0
CB-13647,1,0
CB-9811,2,0
CB-9142,1,0
CB-258,1,0
CB-5308,1,0
CB-5477,1,0
CB-10092,2,0
CB-7376,3,0
CB-10511,1,0
CB-9510,2,0
CB-13014,1,0
CB-12422,1,0
CB-14000,2,0
CB-10862,2,0
CB-1738,1,0
CB-10660,1,0
CB-9629,1,0
CB-7602,1,0
CB-12096,2,0
CB-13606,2,0
CB-5579,1,0
CB-8503,1.5,0.7071067811865476
CB-7291,1,0
CB-3361,1,0
CB-9208,1,0
CB-13609,1,0
CB-5526,2,0
CB-10340,1,0
CB-11898,2,0
CB-9198,1,0
CB-8315,2,0
CB-11478,1,0
CB-8188,1,0
CB-10204,1,0
CB-6011,3,0
CB-11566,1,0
CB-11078,1,0
CB-7935,1,0
CB-7526,2,0
CB-10032,1,0
CB-2826,2,0
CB-279,2,0
CB-7770,1,0
CB-864,1,0
CB-82,1,0
CB-14107,1,0
CB-96,1,0
CB-497,2,0
CB-5279,2,0
CB-5359,1.5,0.7071067811865476
CB-10230,1,0
CB-11378,1,0
CB-4377,2,0
CB-9176,1,0
CB-10317,1,0
CB-1464,1,0
CB-10275,2,0
CB-10247,1,0
CB-13004,2,0
CB-10041,2,0
CB-9333,1,0
CB-2526,1,0
CB-14219,1,0
CB-5077,1,0
CB-6427,1,0
CB-9663,1,0
CB-7947,1,0
CB-12910,1,0
CB-9080,1,0
CB-1320,2,0
CB-11736,2,0
CB-10765,1,0
CB-6624,2,0
CB-4521,1,0
CB-1455,2,0
CB-10284,3,0
CB-5038,1,0
CB-10120,1,0
CB-3453,1,0
CB-5624,2,0
CB-4620,1,0
CB-11134,1,0
CB-13557,2,0
CB-9007,2,0
CB-945,1,0
CB-11335,1,0
CB-760,1,0
CB-13603,1,0
CB-10266,1,0
CB-6754,2,0
CB-8025,1,0
CB-14144,2,0
CB-11178,1,0
CB-7513,1,0
CB-12223,1,0
CB-1876,1,0
CB-14216,2,0
CB-10527,1,0
CB-4921,1,0
CB-9257,2,0
CB-10115,1,0
CB-4078,1.5,0.7071067811865476
CB-12,1,0
CB-109,2,0
CB-1084,2,0
CB-9524,1,0
CB-5446,1,0
CB-4547,1,0
CB-9345,3,0
CB-8391,1,0
CB-12390,2,0
CB-6708,1,0
CB-1603,2,0
CB-10631,1,0
CB-4343,1,0
CB-11888,1,0
CB-4347,2,0
CB-9294,1,0
CB-6273,1,0
CB-4271,2,0
CB-2691,1,0
CB-4587,1,0
CB-9555,1,0
CB-8993,1,0
CB-12785,1.5,0.7071067811865476
CB-13255,2,0
CB-6944,1,0
CB-9262,1,0
CB-10127,2,0
CB-1128,1,0
CB-5294,2,0
CB-4941,2,0
CB-9775,1,0
CB-10418,1,0
CB-5118,2,0
CB-5319,1,0
CB-6766,1,0
CB-13431,1,0
CB-9798,3,0
CB-648,1,0
CB-9960,1,0
CB-11327,2,0
CB-5523,1,0
CB-4282,1,0
CB-11318,1,0
CB-13610,1,0
CB-4404,1,0
CB-6020,1,0
CB-456,1,0
CB-13782,1,0
CB-10800,1,0
CB-14184,1,0
CB-8547,1,0
CB-53,1,0
CB-2649,1,0
CB-11701,1.5,0.7071067811865476
CB-13687,1,0
CB-3750,2,0
CB-543,1,0
CB-9919,1,0
CB-11082,2,0
CB-12347,2,0
CB-2904,1,0
CB-11266,1,0
CB-8235,1,0
CB-1459,2,0
CB-10167,1,0
CB-2069,1,0
CB-3323,1,0
CB-10118,2,0
CB-3957,1,0
CB-415,1,0
CB-12821,2,0
CB-6173,1,0
CB-5004,1,0
CB-9000,1,0
CB-5372,3,0
CB-10976,2,0
CB-10661,2,0
CB-4029,1,0
CB-10261,1,0
CB-1102,1,0
CB-14234,2,0
CB-7075,1,0
CB-9611,1,0
CB-9840,1,0
CB-4984,1,0
CB-11867,1,0
CB-13733,1,0
CB-8148,1,0
CB-8289,1,0
CB-2408,1,0
CB-1169,2,0
CB-12208,2,0
CB-11614,1,0
CB-2532,3,0
CB-3322,3,0
CB-8042,2,0
CB-12019,1,0
CB-12028,1,0
CB-12664,1,0
CB-10523,1,0
CB-417,1,0
CB-4090,2,0
CB-13870,2,0
CB-6531,1,0
CB-4274,2,0
CB-8149,1,0
CB-14167,2,0
CB-7677,2,0
CB-4660,1,0
CB-13716,1,0
CB-10982,1,0
CB-13013,2,0
CB-3019,2,0
CB-8268,1,0
CB-5752,2,0
CB-5694,1,0
CB-10709,1,0
CB-8454,2.5,0.7071067811865476
CB-14048,1,0
CB-9829,1,0
CB-1574,1,0
CB-6276,1,0
CB-391,1,0
CB-6892,1,0
CB-3064,1,0
CB-9794,1,0
CB-8104,3,0
CB-13436,2,0
CB-6441,1,0
CB-2076,1,0
CB-11164,1,0
CB-4413,1,0
CB-11943,2,0
CB-3063,1,0
CB-12766,1,0
CB-5052,1,0
CB-12742,1,0
CB-10344,1,0
CB-10229,2,0
CB-10554,1,0
CB-8921,1,0
CB-13787,2,0
CB-4198,1,0
CB-2845,1,0
CB-12913,2,0
CB-9764,1,0
CB-9069,1,0
CB-11291,1,0
CB-10574,2,0
CB-10869,2,0
CB-5202,1,0
CB-11497,2,0
CB-11222,1,0
CB-12075,1,0
CB-9009,2,0
CB-13789,2,0
CB-2671,2,0
CB-10309,1,0
CB-11370,2,0
CB-11639,1,0
CB-12582,2,0
CB-11093,1,0
CB-13822,1,0
CB-8605,2,0
CB-11505,1,0
CB-221,2,0
CB-6050,1,0
CB-9615,1.25,0.5
CB-6335,1,0
CB-13972,2.5,0.7071067811865476
CB-10177,1,0
CB-2405,1,0
CB-6910,1,0
CB-7072,2,0
CB-5027,2,0
CB-10260,2,0
CB-9210,1,0
CB-6863,2,0
CB-10086,2,0
CB-3041,1,0
CB-11935,1,0
CB-10964,3,0
CB-13818,1,0
CB-8679,1,0
CB-569,1,0
CB-10234,1.3333333333333333,0.5773502691896257
CB-13732,1,0
CB-4858,1,0
CB-1962,2,0
CB-7992,2,0
CB-8049,1,0
CB-6936,1,0
CB-7497,1,0
CB-205,1,0
CB-9060,1,0
CB-9954,1,0
CB-865,1,0
CB-5131,1,0
CB-9564,1,0
CB-7248,2,0
CB-1276,2,0
CB-13317,2,0
CB-10591,1,0
CB-8058,2,0
CB-14136,2,0
CB-10944,1,0
CB-626,3,0
CB-1879,2.5,0.7071067811865476
CB-11971,1,0
CB-1007,1,0
CB-14150,2,0
CB-658,1,0
CB-9446,1,0
CB-9686,1,0
CB-8806,1,0
CB-11173,1,0
CB-12520,1.5,0.7071067811865476
CB-9881,2,0
CB-1960,1,0
CB-10852,1,0
CB-10274,2,0
CB-8704,2,0
CB-13139,1.5,0.7071067811865476
CB-7735,2,0
CB-11012,3,0
CB-7176,1,0
CB-10923,1,0
CB-10339,1,0
CB-8118,1,0
CB-1592,1,0
CB-2391,1,0
CB-3324,2,0
CB-10775,2,0
CB-11068,1,0
CB-10953,1,0
CB-13541,2,0
CB-10870,1,0
CB-10522,1,0
CB-10212,2,0
CB-9110,2,0
CB-12911,2,0
CB-7862,1,0
CB-12692,1,0
CB-11190,1,0
CB-363,1.5,0.7071067811865476
CB-9757,1,0
CB-2963,1,0
CB-8519,1,0
CB-3770,2,0
CB-4586,1,0
CB-3747,1,0
CB-10930,1,0
CB-2595,2,0
CB-3029,1,0
CB-10014,1,0
DRILL-5771,1,0
DRILL-1051,1,0
DRILL-6504,1,0
DRILL-1515,1,0
DRILL-1555,1,0
DRILL-3055,1,0
DRILL-7748,2,0
DRILL-2804,1,0
DRILL-611,2,0
DRILL-2451,1,0
DRILL-3443,1,0
DRILL-1629,1,0
DRILL-4770,2,0
DRILL-1572,1.5,0.7071067811865476
DRILL-1823,1,0
DRILL-1802,1,0
DRILL-7044,1,0
DRILL-6252,1,0
DRILL-1487,1,0
DRILL-1446,1,0
DRILL-592,1,0
DRILL-2038,1,0
DRILL-2757,2,0
DRILL-6193,1,0
DRILL-1243,1,0
DRILL-1436,2,0
DRILL-6453,1,0
DRILL-1545,1,0
DRILL-5274,1,0
DRILL-1626,1,0
DRILL-3770,1,0
DRILL-1956,1,0
DRILL-2545,1,0
DRILL-4191,1,0
DRILL-1963,1,0
DRILL-5837,1,0
DRILL-3318,2,0
DRILL-3530,2,0
DRILL-6913,3,0
DRILL-4035,1,0
DRILL-1556,1,0
DRILL-925,1,0
DRILL-1847,1,0
DRILL-5341,1,0
DRILL-669,1,0
DRILL-2859,1,0
DRILL-2256,1,0
DRILL-3412,2,0
DRILL-7935,1,0
DRILL-2016,1,0
DRILL-2342,1,0
DRILL-7529,4,0
DRILL-1151,1,0
DRILL-7186,2,0
DRILL-2181,1,0
DRILL-2745,1.5,0.7071067811865476
DRILL-2828,2,0
DRILL-3198,1,0
DRILL-7869,1,0
DRILL-910,1,0
DRILL-4128,2,0
DRILL-2311,1,0
DRILL-1597,1,0
DRILL-727,1,0
DRILL-3014,1,0
DRILL-1866,1,0
DRILL-2018,1,0
DRILL-5364,1,0
DRILL-3039,1,0
DRILL-1158,1,0
DRILL-3476,1,0
DRILL-3292,1,0
DRILL-1957,1,0
DRILL-1488,2,0
DRILL-1781,2,0
DRILL-6915,3,0
DRILL-2049,1,0
DRILL-916,1.5,0.7071067811865476
DRILL-5755,2,0
DRILL-832,1,0
DRILL-2292,2,0
DRILL-1397,1,0
DRILL-6960,2,0
DRILL-3378,1,0
DRILL-907,1,0
DRILL-1735,1,0
DRILL-2796,1,0
DRILL-3244,1,0
DRILL-3063,1,0
DRILL-4513,1,0
DRILL-610,2,0
DRILL-2924,1,0
DRILL-2841,1,0
DRILL-4351,1,0
DRILL-1338,1,0
DRILL-2891,2,0
DRILL-4477,2,0
DRILL-1084,1,0
DRILL-3913,1,0
DRILL-1728,1,0
DRILL-1801,2,0
DRILL-2085,1,0
DRILL-3365,1,0
DRILL-1482,1,0
DRILL-976,1,0
DRILL-2355,1.5,0.7071067811865476
DRILL-3449,1,0
DRILL-1483,1,0
DRILL-2512,1,0
DRILL-867,1,0
DRILL-2359,2,0
DRILL-2291,2,0
DRILL-5740,1,0
DRILL-3196,1,0
DRILL-2314,1,0
DRILL-5201,1,0
DRILL-625,1,0
DRILL-1507,1,0
DRILL-1686,1,0
DRILL-5470,1,0
DRILL-7154,1,0
DRILL-2463,2,0
DRILL-587,1,0
DRILL-3181,1,0
DRILL-1249,1,0
DRILL-756,1,0
DRILL-2571,1,0
DRILL-7450,1,0
DRILL-7269,1,0
DRILL-4735,1,0
DRILL-931,1,0
DRILL-2375,2,0
DRILL-534,1,0
DRILL-2964,1,0
DRILL-2024,1,0
DRILL-3480,1,0
DRILL-5049,1,0
DRILL-1395,1,0
DRILL-296,2,0
DRILL-6605,2,0
DRILL-5058,1,0
DRILL-2709,1,0
DRILL-2221,1,0
DRILL-958,2,0
DRILL-6916,2,1.4142135623730951
DRILL-2380,1,0
DRILL-6923,1,0
DRILL-1325,2,0
DRILL-586,1,0
DRILL-3383,1,0
DRILL-2616,1,0
DRILL-8138,1,0
DRILL-1467,1,0
DRILL-2921,1,0
DRILL-2522,1,0
DRILL-2820,1,0
DRILL-2092,1,0
DRILL-1082,1,0
DRILL-6044,1,0
DRILL-659,1,0
DRILL-5377,1,0
DRILL-3453,1,0
DRILL-2543,1,0
DRILL-412,1,0
DRILL-1384,1,0
DRILL-252,1,0
DRILL-614,2.5,0.7071067811865476
DRILL-148,1,0
DRILL-3204,2,0
DRILL-4274,2,0
DRILL-1075,1,0
DRILL-7722,2,0
DRILL-3356,1,0
DRILL-6875,1,0
DRILL-1810,1,0
DRILL-6351,2,0
DRILL-2408,1,0
DRILL-5702,1,0
DRILL-1460,1,0
DRILL-623,2,0
DRILL-2340,1,0
DRILL-6933,1,0
DRILL-2585,2,0
DRILL-2084,1,0
DRILL-2457,1.5,0.7071067811865476
DRILL-2211,1,0
DRILL-7628,2,0
DRILL-2465,2,0
DRILL-2206,1,0
DRILL-1072,1,0
DRILL-1909,1,0
DRILL-1605,1,0
DRILL-249,3,0
DRILL-2385,1.5,0.7071067811865476
DRILL-6867,1,0
DRILL-5039,1,0
DRILL-2411,1,0
DRILL-1300,1,0
DRILL-1480,2,0
DRILL-6374,1,0
DRILL-3479,1,0
DRILL-1758,1,0
DRILL-2487,1,0
DRILL-3346,1,0
DRILL-2326,1,0
DRILL-4769,2,0
DRILL-6783,2,0
DRILL-2228,1,0
DRILL-7162,2,0
DRILL-1375,1,0
DRILL-3454,1,0
DRILL-987,1,0
DRILL-6827,1,0
DRILL-415,1,0
DRILL-6819,1,0
DRILL-3275,1,0
DRILL-1903,1,0
DRILL-3126,1,0
DRILL-348,2,0
DRILL-1889,1,0
DRILL-3073,1,0
DRILL-1804,1,0
DRILL-4203,1,0
DRILL-2407,1,0
DRILL-1464,1,0
DRILL-1457,1.5,0.7071067811865476
DRILL-3475,2,0
DRILL-615,2,0
DRILL-1685,1,0
DRILL-6828,1,0
DRILL-2802,1,0
DRILL-5151,1,0
DRILL-2064,1,0
DRILL-2435,1,0
DRILL-2819,1,0
DRILL-2611,1,0
DRILL-1672,2,0
DRILL-2349,1,0
DRILL-4467,1,0
DRILL-1944,2,0
DRILL-3776,1,0
DRILL-2095,1,0
DRILL-1394,1,0
DRILL-7620,2,0
DRILL-2833,1,0
DRILL-2134,1,0
DRILL-2581,1,0
DRILL-1388,1,0
DRILL-521,1,0
DRILL-2197,1,0
DRILL-613,2,0
DRILL-812,1,0
DRILL-2872,1,0
DRILL-1777,1,0
DRILL-3846,1,0
DRILL-6125,1,0
DRILL-2183,1,0
DRILL-6906,2,0
DRILL-1958,1,0
DRILL-2598,2,0
DRILL-2554,1,0
DRILL-2122,1,0
DRILL-792,1,0
DRILL-1510,1,0
DRILL-1982,1,0
DRILL-3668,1,0
DRILL-3705,1,0
DRILL-940,2,0
DRILL-1983,1,0
DRILL-6941,1,0
DRILL-1692,1,0
DRILL-8143,2,0
DRILL-2121,1,0
DRILL-394,1,0
DRILL-4447,1,0
DRILL-1026,1,0
DRILL-1899,1,0
DRILL-915,1.5,0.7071067811865476
DRILL-594,1,0
DRILL-3751,1,0
DRILL-1286,1,0
DRILL-1089,2,0
DRILL-3881,1,0
DRILL-2053,1,0
DRILL-3538,1,0
DRILL-1319,1,0
DRILL-2255,1,0
DRILL-2158,1,0
DRILL-5072,1,0
DRILL-1015,2,0
DRILL-2123,1,0
DRILL-4384,2,0
DRILL-2707,1,0
DRILL-389,1,0
