Pattern01,Pattern02,Pattern03,Pattern04,Pattern05,Pattern06,Pattern07,Pattern08,Pattern09,Pattern10,Pattern11,Pattern12,Pattern13,Pattern14,Pattern15,Pattern16,Pattern17,Pattern18,Pattern19,Pattern20,Pattern21,Pattern22,Pattern23,Pattern24
32,32,27,23,14,24,27,13,32,30,21,19,12,1,3,17,14,12,1,1,15,6,8,5
